Fechas,Variable,Tipo_Valores,Valores,Periodicidad,Sector
2003-01-01,       Sector Público,Corrientes,5133.9,Anual,Real
2003-01-01,     Variación de Existencias,Corrientes,2769.6,Anual,Real
2003-01-01,Demanda  Externa,Corrientes,71580.2,Anual,Real
2003-01-01, Exportación de Bienes y Servicios F.O.B.,Corrientes,71580.2,Anual,Real
2004-01-01,OFERTA GLOBAL,Corrientes,285930.9,Anual,Real
2004-01-01,Valor Agregado Bruto a precios básicos,Corrientes,147110.5,Anual,Real
2004-01-01,"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",Corrientes,19656.6,Anual,Real
2004-01-01,       Explotación de Minas y Canteras,Corrientes,1098.8,Anual,Real
2004-01-01,       Industria Manufacturera,Corrientes,30940.4,Anual,Real
2004-01-01,       Construcción,Corrientes,8628.2,Anual,Real
2004-01-01,"       Comercio, Hoteles y Restaurantes",Corrientes,25985.4,Anual,Real
2004-01-01,       Otros Servicios,Corrientes,66693.3,Anual,Real
2004-01-01,  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,Corrientes,5892.1,Anual,Real
2004-01-01, Impuestos  netos de subvenciones sobre la producción y las importaciones,Corrientes,14397.0,Anual,Real
2004-01-01,Producto Interno Bruto a precios de mercado,Corrientes,161507.5,Anual,Real
2004-01-01,       Importaciones de Bienes y Servicios C.I.F.,Corrientes,124423.4,Anual,Real
2004-01-01,DEMANDA GLOBAL ,Corrientes,285930.9,Anual,Real
2004-01-01,Demanda Interna,Corrientes,191573.4,Anual,Real
2004-01-01,    Gastos de Consumo Final,Corrientes,143661.3,Anual,Real
2004-01-01,       Sector Privado,Corrientes,119417.8,Anual,Real
2004-01-01,       Sector Público,Corrientes,24243.5,Anual,Real
2004-01-01,    Inversión Interna Bruta,Corrientes,47912.100000000006,Anual,Real
2004-01-01,      Formación Bruta de Capital Fijo,Corrientes,43736.8,Anual,Real
2004-01-01,       Sector Privado,Corrientes,34118.0,Anual,Real
2004-01-01,       Sector Público,Corrientes,9618.8,Anual,Real
2004-01-01,     Variación de Existencias,Corrientes,4175.3,Anual,Real
2004-01-01,Demanda  Externa,Corrientes,94357.5,Anual,Real
2004-01-01, Exportación de Bienes y Servicios F.O.B.,Corrientes,94357.5,Anual,Real
2004-01-01,OFERTA GLOBAL,Corrientes,223638.6,Anual,Real
2004-01-01,Valor Agregado Bruto,Corrientes,114235.2,Anual,Real
2004-01-01,"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",Corrientes,17952.3,Anual,Real
2004-01-01,       Explotación de Minas y Canteras,Corrientes,634.0,Anual,Real
2004-01-01,       Industria Manufacturera,Corrientes,27135.1,Anual,Real
2004-01-01,       Construcción,Corrientes,5353.6,Anual,Real
2004-01-01,"       Comercio, Hoteles y Restaurantes",Corrientes,17457.7,Anual,Real
2004-01-01,       Otros Servicios,Corrientes,53116.8,Anual,Real
2004-01-01,  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,Corrientes,7414.3,Anual,Real
2004-01-01, Impuestos  netos de subvenciones sobre la producción y las importaciones,Corrientes,12011.8,Anual,Real
2004-01-01,Producto Interno Bruto a precios de mercado,Corrientes,126247.0,Anual,Real
2004-01-01,       Importaciones de Bienes y Servicios C.I.F.,Corrientes,97391.6,Anual,Real
2004-01-01,DEMANDA GLOBAL ,Corrientes,223638.6,Anual,Real
2004-01-01,Demanda Interna,Corrientes,142608.5,Anual,Real
2004-01-01,    Gastos de Consumo Final,Corrientes,107226.70000000001,Anual,Real
2004-01-01,       Sector Privado,Corrientes,90075.1,Anual,Real
2004-01-01,       Sector Público,Corrientes,17151.6,Anual,Real
2004-01-01,    Inversión Interna Bruta,Corrientes,35381.799999999996,Anual,Real
2004-01-01,      Formación Bruta de Capital Fijo,Corrientes,32382.6,Anual,Real
2004-01-01,       Sector Privado,Corrientes,26002.9,Anual,Real
2004-01-01,       Sector Público,Corrientes,6379.7,Anual,Real
2004-01-01,     Variación de Existencias,Corrientes,2999.2,Anual,Real
2004-01-01,Demanda  Externa,Corrientes,81030.1,Anual,Real
2004-01-01, Exportación de Bienes y Servicios F.O.B.,Corrientes,81030.1,Anual,Real
2005-01-01,OFERTA GLOBAL,Corrientes,326122.1,Anual,Real
2005-01-01,Valor Agregado Bruto a precios básicos,Corrientes,167846.3,Anual,Real
2005-01-01,"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",Corrientes,22915.0,Anual,Real
2005-01-01,       Explotación de Minas y Canteras,Corrientes,1184.4,Anual,Real
2005-01-01,       Industria Manufacturera,Corrientes,35066.3,Anual,Real
2005-01-01,       Construcción,Corrientes,9407.4,Anual,Real
2005-01-01,"       Comercio, Hoteles y Restaurantes",Corrientes,30276.4,Anual,Real
2005-01-01,       Otros Servicios,Corrientes,75908.8,Anual,Real
2005-01-01,  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,Corrientes,6912.1,Anual,Real
2005-01-01, Impuestos  netos de subvenciones sobre la producción y las importaciones,Corrientes,15901.2,Anual,Real
2005-01-01,Producto Interno Bruto a precios de mercado,Corrientes,183747.4,Anual,Real
2005-01-01,       Importaciones de Bienes y Servicios C.I.F.,Corrientes,142374.7,Anual,Real
2005-01-01,DEMANDA GLOBAL ,Corrientes,326122.1,Anual,Real
2005-01-01,Demanda Interna,Corrientes,217700.4,Anual,Real
2005-01-01,    Gastos de Consumo Final,Corrientes,166943.6,Anual,Real
2005-01-01,       Sector Privado,Corrientes,138421.2,Anual,Real
2005-01-01,       Sector Público,Corrientes,28522.4,Anual,Real
2005-01-01,    Inversión Interna Bruta,Corrientes,50756.799999999996,Anual,Real
2005-01-01,      Formación Bruta de Capital Fijo,Corrientes,45779.6,Anual,Real
2005-01-01,       Sector Privado,Corrientes,37562.9,Anual,Real
2005-01-01,       Sector Público,Corrientes,8216.7,Anual,Real
2005-01-01,     Variación de Existencias,Corrientes,4977.2,Anual,Real
2005-01-01,Demanda  Externa,Corrientes,108421.7,Anual,Real
2005-01-01, Exportación de Bienes y Servicios F.O.B.,Corrientes,108421.7,Anual,Real
2005-01-01,OFERTA GLOBAL,Corrientes,234798.9,Anual,Real
2005-01-01,Valor Agregado Bruto,Corrientes,121206.7,Anual,Real
2005-01-01,"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",Corrientes,17540.5,Anual,Real
2005-01-01,       Explotación de Minas y Canteras,Corrientes,630.4,Anual,Real
