Fechas,TCN
2015-02-01,21.927895000000003
2015-03-01,21.988670000000003
2015-04-01,22.093894444444445
2015-05-01,22.09135
2015-06-01,22.07817272727273
2015-07-01,22.072556521739127
2015-08-01,22.134614285714292
2015-09-01,22.101642857142863
2015-10-01,22.192799999999995
2015-11-01,22.30009523809524
2015-12-01,22.44653181818182
2016-01-01,22.612015
2016-02-01,22.745595238095245
2016-03-01,22.784505555555555
2016-04-01,22.74838
2016-05-01,22.7662380952381
2016-06-01,22.90089113636364
2016-07-01,22.999314285714288
2016-08-01,23.049226086956523
2016-09-01,23.126376190476186
2016-10-01,23.243055555555554
2016-11-01,23.34273181818182
2016-12-01,23.620228571428566
2017-01-01,23.75250952380953
2017-02-01,23.732265
2017-03-01,23.696391304347827
2017-04-01,23.626559999999998
2017-05-01,23.634527272727272
2017-06-01,23.607795454545453
2017-07-01,23.599004761904762
2017-08-01,23.535952173913046
2017-09-01,23.54644
2017-10-01,23.63042352941176
2017-11-01,23.73324285714286
2017-12-01,23.722863157894732
2018-01-01,23.764049999999987
2018-02-01,23.728765
2018-03-01,23.78163157894737
2018-04-01,23.816995238095235
2018-05-01,23.96820909090909
2018-06-01,24.12022857142857
2018-07-01,24.154063636363638
2018-08-01,24.16560869565217
2018-09-01,24.207625
2018-10-01,24.24257777777778
2018-11-01,24.391972727272726
2018-12-01,24.49894736842105
2019-01-01,24.507613636363626
2019-02-01,24.554219999999997
2019-03-01,24.593866666666663
2019-04-01,24.604111764705884
2019-05-01,24.628700000000002
2019-06-01,24.676869999999997
2019-07-01,24.67097391304348
2019-08-01,24.71240909090909
2019-09-01,24.777831578947364
2019-10-01,24.807415789473687
2019-11-01,24.80931409523809
2019-12-01,24.817923809523812
2020-01-01,24.822081818181815
2020-02-01,24.844118580000004
2020-03-01,24.888227272727274
2020-04-01,24.97945
2020-05-01,25.004166666666666
2020-06-01,24.948890909090906
2020-07-01,24.85173913043478
2020-08-01,24.712809523809522
2020-09-01,24.654152380952382
2020-10-01,24.5688
2020-11-01,24.4552
2020-12-01,24.31771363636363
2021-01-01,24.265015000000005
2021-02-01,24.244670000000003
2021-03-01,24.19725
2021-04-01,24.181873684210526
2021-05-01,24.166294761904766
2021-06-01,24.132259090909088
2021-07-01,23.930936363636363
2021-08-01,23.926231818181815
2021-09-01,24.227162380952382
2021-10-01,24.25625
2021-11-01,24.275645454545455
2021-12-01,24.413608695652176
2022-01-01,24.599790476190474
2022-02-01,
2022-03-01,
2022-04-01,
2022-05-01,
2022-06-01,
2022-07-01,
2022-08-01,
2022-09-01,
2022-10-01,
2022-11-01,
2022-12-01,
