Fechas,Variable,Tipo_Valores,Valores,Periodicidad,Sector
2008-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,1901.9,Anual,Real
2008-01-01,Elaboración de otros Productos Alimenticios,Corrientes,9201.4,Anual,Real
2008-01-01,Elaboración de Bebidas,Corrientes,4050.4,Anual,Real
2008-01-01,Elaboración de Productos de Tabaco,Corrientes,883.6,Anual,Real
2008-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,14683.3,Anual,Real
2008-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,893,Anual,Real
2008-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1331.6,Anual,Real
2008-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,2263.5,Anual,Real
2008-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,2385.9,Anual,Real
2008-01-01,Industrias Metálicas Básicas ,Corrientes,869.2,Anual,Real
2008-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,4270.5,Anual,Real
2008-01-01,Muebles2/,Corrientes,652.2,Anual,Real
2008-01-01,Otras Industrias Manufactureras,Corrientes,422.7,Anual,Real
2009-01-01,PRECIOS CORRIENTES,Corrientes,45839.4,Anual,Real
2009-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,21981.3,Anual,Real
2009-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,2939.8,Anual,Real
2009-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,2439.5,Anual,Real
2009-01-01,Elaboración de otros Productos Alimenticios,Corrientes,10538.6,Anual,Real
2009-01-01,Elaboración de Bebidas,Corrientes,5023.8,Anual,Real
2009-01-01,Elaboración de Productos de Tabaco,Corrientes,1039.6,Anual,Real
2009-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,11012.7,Anual,Real
2009-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,689.2,Anual,Real
2009-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1308,Anual,Real
2009-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,3268.3,Anual,Real
2009-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,2441.2,Anual,Real
2009-01-01,Industrias Metálicas Básicas ,Corrientes,816.6,Anual,Real
2009-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,3260.2,Anual,Real
2009-01-01,Muebles2/,Corrientes,599.3,Anual,Real
2009-01-01,Otras Industrias Manufactureras,Corrientes,462.6,Anual,Real
2010-01-01,PRECIOS CORRIENTES,Corrientes,49491.6,Anual,Real
2010-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,22397.499999999996,Anual,Real
2010-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,3494.3,Anual,Real
2010-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,2465.7,Anual,Real
2010-01-01,Elaboración de otros Productos Alimenticios,Corrientes,11044.8,Anual,Real
2010-01-01,Elaboración de Bebidas,Corrientes,4773.9,Anual,Real
2010-01-01,Elaboración de Productos de Tabaco,Corrientes,618.8,Anual,Real
2010-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,13607.7,Anual,Real
2010-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,681.3,Anual,Real
2010-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1308.2,Anual,Real
2010-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,3105,Anual,Real
2010-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,2239.7,Anual,Real
2010-01-01,Industrias Metálicas Básicas ,Corrientes,852.8,Anual,Real
2010-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,4259.2,Anual,Real
2010-01-01,Muebles2/,Corrientes,574.7,Anual,Real
2010-01-01,Otras Industrias Manufactureras,Corrientes,465.4,Anual,Real
2011-01-01,PRECIOS CORRIENTES,Corrientes,57606,Anual,Real
2011-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,26665.3,Anual,Real
2011-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,3876.7,Anual,Real
2011-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,2366,Anual,Real
2011-01-01,Elaboración de otros Productos Alimenticios,Corrientes,14188,Anual,Real
2011-01-01,Elaboración de Bebidas,Corrientes,5376.9,Anual,Real
2011-01-01,Elaboración de Productos de Tabaco,Corrientes,857.7,Anual,Real
2011-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,15274.300000000001,Anual,Real
2011-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,635.5,Anual,Real
2011-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1250.2,Anual,Real
2011-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,2932.6,Anual,Real
2011-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,2656,Anual,Real
2011-01-01,Industrias Metálicas Básicas ,Corrientes,1426.6,Anual,Real
2011-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,5632.8,Anual,Real
2011-01-01,Muebles2/,Corrientes,635,Anual,Real
2011-01-01,Otras Industrias Manufactureras,Corrientes,497.7,Anual,Real
2012-01-01,PRECIOS CORRIENTES,Corrientes,63908.6,Anual,Real
2012-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,30732.3,Anual,Real
2012-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,4293,Anual,Real
2012-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,2604,Anual,Real
2012-01-01,Elaboración de otros Productos Alimenticios,Corrientes,16581,Anual,Real
2012-01-01,Elaboración de Bebidas,Corrientes,5960,Anual,Real
2012-01-01,Elaboración de Productos de Tabaco,Corrientes,1294.3,Anual,Real
2012-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,14261.7,Anual,Real
2012-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,655.1,Anual,Real
2012-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1465.4,Anual,Real
2012-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,3565.2000000000003,Anual,Real
2012-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,3271.8,Anual,Real
2012-01-01,Industrias Metálicas Básicas ,Corrientes,1682.4,Anual,Real
2012-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,7082.900000000001,Anual,Real
2012-01-01,Muebles2/,Corrientes,558.4,Anual,Real
2012-01-01,Otras Industrias Manufactureras,Corrientes,633.4,Anual,Real
2013-01-01,PRECIOS CORRIENTES,Corrientes,65119.7,Anual,Real
