Concepto,Fechas,Monto
Total Ingresos,2019-02-01,1.0177383e6
EXPORTACIONES,2019-03-01,477741.6
Bienes,2019-03-01,331698.2
Exportación de Mercancías Generales,2019-03-01,93634.4
Procesamiento y Maquilado,2019-03-01,104940.7
Anticipos por Exportación,2019-03-01,133123.0
Reexportaciones,2019-03-01,0.1
Servicios,2019-03-01,146043.5
Transporte,2019-03-01,15257.6
Viajes,2019-03-01,35063.7
Comunicaciones,2019-03-01,4580.5
Construcción,2019-03-01,21652.1
Seguros - Reaseguros,2019-03-01,7047.3
Financieros,2019-03-01,6121.6
Informática e Información,2019-03-01,859.7
Regalías y Derechos de Licencia (Franquicias),2019-03-01,0.0
Empresariales,2019-03-01,33918.5
Personales Culturales y Recreativos,2019-03-01,400.0
Gubernamentales,2019-03-01,5815.8
Comercio (Ventas Locales de Prod. en Dólares),2019-03-01,15326.6
RENTA,2019-03-01,24837.5
Remuneración de Empleados,2019-03-01,7702.7
Renta de La Inversión,2019-03-01,17134.8
TRANSFERENCIAS CORRIENTES,2019-03-01,458070.8
Donaciones Oficiales,2019-03-01,111.0
Donaciones Privadas,2019-03-01,27464.5
Remesas Familiares,2019-03-01,430495.4
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-03-01,84984.0
Capital Sector Privados,2019-03-01,44199.7
Capital Sector Bancario,2019-03-01,15130.5
Capital Sector Público,2019-03-01,25653.8
Total Ingresos,2019-03-01,1.045634e6
EXPORTACIONES,2019-04-01,511600.8
Bienes,2019-04-01,332589.2
Exportación de Mercancías Generales,2019-04-01,79874.6
Procesamiento y Maquilado,2019-04-01,118975.6
Anticipos por Exportación,2019-04-01,133739.0
Reexportaciones,2019-04-01,0.0
Servicios,2019-04-01,179011.7
Transporte,2019-04-01,17612.5
Viajes,2019-04-01,43164.5
Comunicaciones,2019-04-01,5323.9
Construcción,2019-04-01,23721.4
Seguros - Reaseguros,2019-04-01,7697.3
Financieros,2019-04-01,8043.3
Informática e Información,2019-04-01,734.3
Regalías y Derechos de Licencia (Franquicias),2019-04-01,0.0
Empresariales,2019-04-01,48906.9
Personales Culturales y Recreativos,2019-04-01,440.3
Gubernamentales,2019-04-01,6257.6
Comercio (Ventas Locales de Prod. en Dólares),2019-04-01,17109.8
RENTA,2019-04-01,28103.3
Remuneración de Empleados,2019-04-01,7646.0
Renta de La Inversión,2019-04-01,20457.3
TRANSFERENCIAS CORRIENTES,2019-04-01,486164.7
Donaciones Oficiales,2019-04-01,157.1
Donaciones Privadas,2019-04-01,24389.8
Remesas Familiares,2019-04-01,461617.9
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-04-01,77527.8
Capital Sector Privados,2019-04-01,27391.9
Capital Sector Bancario,2019-04-01,15904.1
Capital Sector Público,2019-04-01,34231.8
Total Ingresos,2019-04-01,1.1033969e6
EXPORTACIONES,2019-05-01,483901.1
Bienes,2019-05-01,319184.9
Exportación de Mercancías Generales,2019-05-01,78451.8
Procesamiento y Maquilado,2019-05-01,111071.0
Anticipos por Exportación,2019-05-01,129662.0
Reexportaciones,2019-05-01,0.2
Servicios,2019-05-01,164716.2
Transporte,2019-05-01,15146.5
Viajes,2019-05-01,41051.6
Comunicaciones,2019-05-01,3825.7
Construcción,2019-05-01,18721.0
Seguros - Reaseguros,2019-05-01,6128.0
Financieros,2019-05-01,15071.8
Informática e Información,2019-05-01,801.0
Regalías y Derechos de Licencia (Franquicias),2019-05-01,1.0
Empresariales,2019-05-01,40258.6
Personales Culturales y Recreativos,2019-05-01,263.0
Gubernamentales,2019-05-01,6213.3
Comercio (Ventas Locales de Prod. en Dólares),2019-05-01,17234.5
RENTA,2019-05-01,30781.2
Remuneración de Empleados,2019-05-01,8544.7
Renta de La Inversión,2019-05-01,22236.5
TRANSFERENCIAS CORRIENTES,2019-05-01,516084.3
Donaciones Oficiales,2019-05-01,88.1
Donaciones Privadas,2019-05-01,28691.2
Remesas Familiares,2019-05-01,487305.1
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-05-01,80166.6
Capital Sector Privados,2019-05-01,46314.8
Capital Sector Bancario,2019-05-01,6097.2
Capital Sector Público,2019-05-01,27754.5
Total Ingresos,2019-05-01,1.1109331e6
EXPORTACIONES,2019-06-01,543045.0
Bienes,2019-06-01,377278.0
Exportación de Mercancías Generales,2019-06-01,96567.0
Procesamiento y Maquilado,2019-06-01,148488.1
Anticipos por Exportación,2019-06-01,132222.9
Reexportaciones,2019-06-01,0.0
Servicios,2019-06-01,165767.0
Transporte,2019-06-01,17807.6
Viajes,2019-06-01,37579.2
Comunicaciones,2019-06-01,7995.7
Construcción,2019-06-01,20069.5
Seguros - Reaseguros,2019-06-01,4554.8
Financieros,2019-06-01,9656.7
Informática e Información,2019-06-01,965.7
Regalías y Derechos de Licencia (Franquicias),2019-06-01,0.0
Empresariales,2019-06-01,41918.8
Personales Culturales y Recreativos,2019-06-01,319.8
Gubernamentales,2019-06-01,6547.4
Comercio (Ventas Locales de Prod. en Dólares),2019-06-01,18351.7
RENTA,2019-06-01,30691.3
Remuneración de Empleados,2019-06-01,8031.1
Renta de La Inversión,2019-06-01,22660.2
TRANSFERENCIAS CORRIENTES,2019-06-01,459499.8
Donaciones Oficiales,2019-06-01,316.8
Donaciones Privadas,2019-06-01,28431.7
Remesas Familiares,2019-06-01,430751.3
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-06-01,43276.0
Capital Sector Privados,2019-06-01,16833.7
Capital Sector Bancario,2019-06-01,13245.3
Capital Sector Público,2019-06-01,13197.0
Total Ingresos,2019-06-01,1.076512e6
EXPORTACIONES,2019-07-01,452629.1
Bienes,2019-07-01,296422.7
Exportación de Mercancías Generales,2019-07-01,78047.3
Procesamiento y Maquilado,2019-07-01,125449.1
Anticipos por Exportación,2019-07-01,92925.0
Reexportaciones,2019-07-01,1.2
Servicios,2019-07-01,156206.4
Transporte,2019-07-01,15842.5
Viajes,2019-07-01,39541.3
Comunicaciones,2019-07-01,2864.3
Construcción,2019-07-01,14210.8
Seguros - Reaseguros,2019-07-01,7929.8
Financieros,2019-07-01,6549.3
Informática e Información,2019-07-01,705.0
Regalías y Derechos de Licencia (Franquicias),2019-07-01,0.0
Empresariales,2019-07-01,42021.2
Personales Culturales y Recreativos,2019-07-01,260.5
Gubernamentales,2019-07-01,7867.9
Comercio (Ventas Locales de Prod. en Dólares),2019-07-01,18413.9
RENTA,2019-07-01,44716.6
Remuneración de Empleados,2019-07-01,10076.0
Renta de La Inversión,2019-07-01,34640.7
TRANSFERENCIAS CORRIENTES,2019-07-01,546772.2
Donaciones Oficiales,2019-07-01,0.0
Donaciones Privadas,2019-07-01,32131.8
Remesas Familiares,2019-07-01,514640.4
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-07-01,49999.4
Capital Sector Privados,2019-07-01,34948.7
Capital Sector Bancario,2019-07-01,4980.1
Capital Sector Público,2019-07-01,10070.6
Total Ingresos,2019-07-01,1.0941174e6
EXPORTACIONES,2019-08-01,426067.9
Bienes,2019-08-01,276753.9
Exportación de Mercancías Generales,2019-08-01,85800.5
Procesamiento y Maquilado,2019-08-01,111586.6
Anticipos por Exportación,2019-08-01,79366.8
Reexportaciones,2019-08-01,0.0
Servicios,2019-08-01,149314.0
Transporte,2019-08-01,11767.6
Viajes,2019-08-01,41683.4
Comunicaciones,2019-08-01,2507.5
Construcción,2019-08-01,13202.5
Seguros - Reaseguros,2019-08-01,7684.5
Financieros,2019-08-01,10545.7
Informática e Información,2019-08-01,672.5
Regalías y Derechos de Licencia (Franquicias),2019-08-01,1.1
Empresariales,2019-08-01,39022.9
Personales Culturales y Recreativos,2019-08-01,466.4
Gubernamentales,2019-08-01,5067.3
Comercio (Ventas Locales de Prod. en Dólares),2019-08-01,16692.7
RENTA,2019-08-01,33952.3
Remuneración de Empleados,2019-08-01,9694.4
Renta de La Inversión,2019-08-01,24257.9
TRANSFERENCIAS CORRIENTES,2019-08-01,513434.0
Donaciones Oficiales,2019-08-01,0.0
Donaciones Privadas,2019-08-01,26505.0
Remesas Familiares,2019-08-01,486929.0
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-08-01,30997.1
Capital Sector Privados,2019-08-01,18411.6
Capital Sector Bancario,2019-08-01,6365.0
Capital Sector Público,2019-08-01,6220.5
Total Ingresos,2019-08-01,1.0044514e6
EXPORTACIONES,2019-09-01,435460.2
Bienes,2019-09-01,273018.4
Exportación de Mercancías Generales,2019-09-01,81407.8
Procesamiento y Maquilado,2019-09-01,115328.1
Anticipos por Exportación,2019-09-01,76282.5
Reexportaciones,2019-09-01,0.0
Servicios,2019-09-01,162441.8
Transporte,2019-09-01,13477.9
Viajes,2019-09-01,44952.5
Comunicaciones,2019-09-01,2456.2
Construcción,2019-09-01,14404.0
Seguros - Reaseguros,2019-09-01,7158.0
Financieros,2019-09-01,6594.8
Informática e Información,2019-09-01,1007.8
Regalías y Derechos de Licencia (Franquicias),2019-09-01,0.0
Empresariales,2019-09-01,39111.7
Personales Culturales y Recreativos,2019-09-01,406.1
Gubernamentales,2019-09-01,14586.1
Comercio (Ventas Locales de Prod. en Dólares),2019-09-01,18286.6
RENTA,2019-09-01,37008.6
Remuneración de Empleados,2019-09-01,10796.7
Renta de La Inversión,2019-09-01,26211.9
TRANSFERENCIAS CORRIENTES,2019-09-01,512779.7
Donaciones Oficiales,2019-09-01,0.2
Donaciones Privadas,2019-09-01,24996.0
Remesas Familiares,2019-09-01,487783.5
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-09-01,33099.4
Capital Sector Privados,2019-09-01,16460.5
Capital Sector Bancario,2019-09-01,5408.7
Capital Sector Público,2019-09-01,11230.2
Total Ingresos,2019-09-01,1.0183478e6
EXPORTACIONES,2019-10-01,425331.0
Bienes,2019-10-01,245064.3
Exportación de Mercancías Generales,2019-10-01,74492.2
Procesamiento y Maquilado,2019-10-01,110579.3
Anticipos por Exportación,2019-10-01,59992.8
Reexportaciones,2019-10-01,0.0
Servicios,2019-10-01,180266.7
Transporte,2019-10-01,15056.3
Viajes,2019-10-01,38006.7
Comunicaciones,2019-10-01,3617.5
Construcción,2019-10-01,11853.5
Seguros - Reaseguros,2019-10-01,5978.9
Financieros,2019-10-01,5898.2
Informática e Información,2019-10-01,1631.1
Regalías y Derechos de Licencia (Franquicias),2019-10-01,0.0
Empresariales,2019-10-01,47784.7
Personales Culturales y Recreativos,2019-10-01,866.6
Gubernamentales,2019-10-01,39936.3
Comercio (Ventas Locales de Prod. en Dólares),2019-10-01,9636.9
RENTA,2019-10-01,46247.8
Remuneración de Empleados,2019-10-01,9737.7
Renta de La Inversión,2019-10-01,36510.1
TRANSFERENCIAS CORRIENTES,2019-10-01,526218.9
Donaciones Oficiales,2019-10-01,19.0
Donaciones Privadas,2019-10-01,24981.4
Remesas Familiares,2019-10-01,501218.4
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-10-01,75385.2
Capital Sector Privados,2019-10-01,32567.9
Capital Sector Bancario,2019-10-01,26417.3
Capital Sector Público,2019-10-01,16400.0
Total Ingresos,2019-10-01,1.0731828e6
EXPORTACIONES,2019-11-01,443861.9
Bienes,2019-11-01,281489.3
Exportación de Mercancías Generales,2019-11-01,73034.4
Procesamiento y Maquilado,2019-11-01,106931.6
Anticipos por Exportación,2019-11-01,101523.3
Reexportaciones,2019-11-01,0.0
Servicios,2019-11-01,162372.6
Transporte,2019-11-01,12336.1
Viajes,2019-11-01,37940.8
Comunicaciones,2019-11-01,3924.6
Construcción,2019-11-01,20624.5
Seguros - Reaseguros,2019-11-01,5656.6
Financieros,2019-11-01,8718.5
Informática e Información,2019-11-01,951.9
Regalías y Derechos de Licencia (Franquicias),2019-11-01,0.0
Empresariales,2019-11-01,52751.2
Personales Culturales y Recreativos,2019-11-01,552.7
Gubernamentales,2019-11-01,11238.3
Comercio (Ventas Locales de Prod. en Dólares),2019-11-01,7677.3
RENTA,2019-11-01,28506.6
Remuneración de Empleados,2019-11-01,11864.5
Renta de La Inversión,2019-11-01,16642.1
TRANSFERENCIAS CORRIENTES,2019-11-01,488967.1
Donaciones Oficiales,2019-11-01,0.0
Donaciones Privadas,2019-11-01,29805.0
Remesas Familiares,2019-11-01,459162.1
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-11-01,63862.4
Capital Sector Privados,2019-11-01,31198.6
Capital Sector Bancario,2019-11-01,7761.4
Capital Sector Público,2019-11-01,24902.3
Total Ingresos,2019-11-01,1.0251978e6
EXPORTACIONES,2019-12-01,714818.8
Bienes,2019-12-01,501536.9
Exportación de Mercancías Generales,2019-12-01,99013.2
Procesamiento y Maquilado,2019-12-01,184248.6
Anticipos por Exportación,2019-12-01,218272.1
Reexportaciones,2019-12-01,3.0
Servicios,2019-12-01,213281.9
Transporte,2019-12-01,16212.5
Viajes,2019-12-01,42838.9
Comunicaciones,2019-12-01,4277.3
Construcción,2019-12-01,19297.7
Seguros - Reaseguros,2019-12-01,6931.4
Financieros,2019-12-01,9189.0
Informática e Información,2019-12-01,1856.5
Regalías y Derechos de Licencia (Franquicias),2019-12-01,53.1
Empresariales,2019-12-01,68774.1
Personales Culturales y Recreativos,2019-12-01,814.4
Gubernamentales,2019-12-01,36224.8
Comercio (Ventas Locales de Prod. en Dólares),2019-12-01,6812.3
RENTA,2019-12-01,33165.7
Remuneración de Empleados,2019-12-01,12213.0
Renta de La Inversión,2019-12-01,20952.6
TRANSFERENCIAS CORRIENTES,2019-12-01,537851.3
Donaciones Oficiales,2019-12-01,110.5
Donaciones Privadas,2019-12-01,38255.6
Remesas Familiares,2019-12-01,499485.2
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2019-12-01,514583.8
Capital Sector Privados,2019-12-01,63689.4
Capital Sector Bancario,2019-12-01,26713.9
Capital Sector Público,2019-12-01,424180.5
Total Ingresos,2019-12-01,1.8004196e6
