Concepto,Fechas,Monto
Donaciones Oficiales,2008-02-01,2548.265990000001
Donaciones Privadas,2008-02-01,17882.638920000005
Remesas Familiares,2008-02-01,209705.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-02-01,151703.98567000005
Capital Sector Privado,2008-02-01,126293.28510000004
Capital Sector Bancario,2008-02-01,14252.689360000004
Capital Sector Público,2008-02-01,11158.011210000002
TOTAL DE INGRESOS,2008-02-01,717344.9754000001
EXPORTACIONES,2008-03-01,282127.8136800001
Bienes,2008-03-01,216842.02701000005
Exportación de Mercancias Generales,2008-03-01,59313.936430000016
Procesamiento y Maquilado,2008-03-01,75085.16693000002
Anticipos por Exportación,2008-03-01,82442.92365000001
Reexportaciones,2008-03-01,0.0
Servicios,2008-03-01,65285.786670000016
Transporte,2008-03-01,3954.880210000001
Gastos de Viajero,2008-03-01,34755.2
Comunicaciones,2008-03-01,2646.729610000001
Servicios de Construcción e Ingeniería,2008-03-01,9707.127100000002
Seguros - Reaseguros,2008-03-01,202.28796000000006
Servicios Financieros - Comisiones,2008-03-01,1349.7788400000004
Servicios de Informática e Información,2008-03-01,2267.565690000001
Regalías y Derechos de Licencia,2008-03-01,0.0
Servicios Empresariales,2008-03-01,2661.7
Servicios Personales Culturales y Recreativos,2008-03-01,191.21115000000003
Transacciones Oficiales,2008-03-01,7549.306110000001
RENTA,2008-03-01,16123.548790000003
Remuneración de Empleados,2008-03-01,1372.4563800000003
Retribución de la Inversión,2008-03-01,14751.092410000003
TRANSFERENCIAS CORRIENTES,2008-03-01,230029.69976000008
Donaciones Oficiales,2008-03-01,2092.2
Donaciones Privadas,2008-03-01,13362.242110000001
Remesas Familiares,2008-03-01,214575.25765000007
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-03-01,110385.46374000002
Capital Sector Privado,2008-03-01,89372.73039000001
Capital Sector Bancario,2008-03-01,7778.853310000003
Capital Sector Público,2008-03-01,13233.880040000004
TOTAL DE INGRESOS,2008-03-01,638666.5259700002
EXPORTACIONES,2008-04-01,290844.90292
Bienes,2008-04-01,225087.87769000002
Exportación de Mercancias Generales,2008-04-01,64030.0
Procesamiento y Maquilado,2008-04-01,89648.94061
Anticipos por Exportación,2008-04-01,71408.93708000003
Reexportaciones,2008-04-01,0.0
Servicios,2008-04-01,65757.02523000001
Transporte,2008-04-01,7515.226590000002
Gastos de Viajero,2008-04-01,31375.479120000004
Comunicaciones,2008-04-01,1855.3805800000007
Servicios de Construcción e Ingeniería,2008-04-01,8431.583360000002
Seguros - Reaseguros,2008-04-01,1254.4254600000002
Servicios Financieros - Comisiones,2008-04-01,1399.2
Servicios de Informática e Información,2008-04-01,2509.617550000001
Regalías y Derechos de Licencia,2008-04-01,0.0
Servicios Empresariales,2008-04-01,2311.2442900000005
Servicios Personales Culturales y Recreativos,2008-04-01,359.0952400000001
Transacciones Oficiales,2008-04-01,8745.773040000002
RENTA,2008-04-01,27187.4706
Remuneración de Empleados,2008-04-01,1475.3706000000004
Retribución de la Inversión,2008-04-01,25712.1
TRANSFERENCIAS CORRIENTES,2008-04-01,249433.99599000008
Donaciones Oficiales,2008-04-01,1463.0987100000002
Donaciones Privadas,2008-04-01,16649.3
Remesas Familiares,2008-04-01,231321.59728000007
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-04-01,185620.34188000002
Capital Sector Privado,2008-04-01,108002.3
Capital Sector Bancario,2008-04-01,3895.2747500000014
Capital Sector Público,2008-04-01,73722.76713000002
TOTAL DE INGRESOS,2008-04-01,753086.7113900001
EXPORTACIONES,2008-05-01,267635.9716900001
Bienes,2008-05-01,204398.94873000006
Exportación de Mercancias Generales,2008-05-01,61799.56588000002
Procesamiento y Maquilado,2008-05-01,91018.09181000003
Anticipos por Exportación,2008-05-01,51581.29104000001
Reexportaciones,2008-05-01,0.0
Servicios,2008-05-01,63237.12295999999
Transporte,2008-05-01,4452.973330000001
Gastos de Viajero,2008-05-01,30336.6
Comunicaciones,2008-05-01,2273.0
Servicios de Construcción e Ingeniería,2008-05-01,9566.523470000002
Seguros - Reaseguros,2008-05-01,818.1287400000003
Servicios Financieros - Comisiones,2008-05-01,1893.3
Servicios de Informática e Información,2008-05-01,2591.551650000001
Regalías y Derechos de Licencia,2008-05-01,9.99
Servicios Empresariales,2008-05-01,2101.2
Servicios Personales Culturales y Recreativos,2008-05-01,433.2
Transacciones Oficiales,2008-05-01,8760.655770000001
RENTA,2008-05-01,41267.700390000005
Remuneración de Empleados,2008-05-01,1600.4003900000005
Retribución de la Inversión,2008-05-01,39667.3
TRANSFERENCIAS CORRIENTES,2008-05-01,255192.9
Donaciones Oficiales,2008-05-01,656.9
Donaciones Privadas,2008-05-01,14878.0
Remesas Familiares,2008-05-01,239658.0
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-05-01,157906.06669000004
Capital Sector Privado,2008-05-01,78716.31738000002
Capital Sector Bancario,2008-05-01,29778.67626
Capital Sector Público,2008-05-01,49411.073050000006
TOTAL DE INGRESOS,2008-05-01,722002.6387700001
EXPORTACIONES,2008-06-01,296003.46525000007
Bienes,2008-06-01,227810.77284000008
Exportación de Mercancias Generales,2008-06-01,63227.34624000002
Procesamiento y Maquilado,2008-06-01,108026.39388000003
Anticipos por Exportación,2008-06-01,56557.03272000001
Reexportaciones,2008-06-01,0.0
Servicios,2008-06-01,68192.69241
Transporte,2008-06-01,4212.294780000002
Gastos de Viajero,2008-06-01,32208.7
Comunicaciones,2008-06-01,1806.725
Servicios de Construcción e Ingeniería,2008-06-01,14437.411020000007
Seguros - Reaseguros,2008-06-01,500.6518600000001
Servicios Financieros - Comisiones,2008-06-01,697.5
Servicios de Informática e Información,2008-06-01,2797.6097500000005
Regalías y Derechos de Licencia,2008-06-01,0.0
Servicios Empresariales,2008-06-01,4147.0
Servicios Personales Culturales y Recreativos,2008-06-01,601.4
Transacciones Oficiales,2008-06-01,6783.4
RENTA,2008-06-01,14716.662680000005
Remuneración de Empleados,2008-06-01,2168.1597300000003
Retribución de la Inversión,2008-06-01,12548.502950000004
TRANSFERENCIAS CORRIENTES,2008-06-01,251609.8
Donaciones Oficiales,2008-06-01,1349.5
Donaciones Privadas,2008-06-01,16720.8
Remesas Familiares,2008-06-01,233539.5
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-06-01,190483.38809000002
Capital Sector Privado,2008-06-01,81230.9
Capital Sector Bancario,2008-06-01,15701.8
Capital Sector Público,2008-06-01,93550.68809000001
TOTAL DE INGRESOS,2008-06-01,752813.31602
EXPORTACIONES,2008-07-01,290794.9674600001
Bienes,2008-07-01,210439.5591
Exportación de Mercancias Generales,2008-07-01,70773.48792000001
Procesamiento y Maquilado,2008-07-01,89923.38011000001
Anticipos por Exportación,2008-07-01,49742.69107000001
Reexportaciones,2008-07-01,0.0
Servicios,2008-07-01,80355.40836000003
Transporte,2008-07-01,4461.451640000001
Gastos de Viajero,2008-07-01,38763.14863000001
Comunicaciones,2008-07-01,2674.659800000001
Servicios de Construcción e Ingeniería,2008-07-01,17725.094530000002
Seguros - Reaseguros,2008-07-01,1263.4043400000003
Servicios Financieros - Comisiones,2008-07-01,2211.2898600000003
Servicios de Informática e Información,2008-07-01,2349.0773800000006
Regalías y Derechos de Licencia,2008-07-01,0.0
Servicios Empresariales,2008-07-01,4093.066590000001
Servicios Personales Culturales y Recreativos,2008-07-01,134.66744000000006
Transacciones Oficiales,2008-07-01,6679.548150000002
RENTA,2008-07-01,27322.246450000002
Remuneración de Empleados,2008-07-01,1379.0439300000005
Retribución de la Inversión,2008-07-01,25943.202520000003
TRANSFERENCIAS CORRIENTES,2008-07-01,259585.4615000001
Donaciones Oficiales,2008-07-01,1796.3652300000006
Donaciones Privadas,2008-07-01,14688.311580000003
Remesas Familiares,2008-07-01,243100.7846900001
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-07-01,108182.02990000004
Capital Sector Privado,2008-07-01,59938.26622000002
Capital Sector Bancario,2008-07-01,17369.55642
Capital Sector Público,2008-07-01,30874.207260000006
TOTAL DE INGRESOS,2008-07-01,685884.7053100002
EXPORTACIONES,2008-08-01,259883.01778000005
Bienes,2008-08-01,188716.60093000002
Exportación de Mercancias Generales,2008-08-01,63305.857980000015
Procesamiento y Maquilado,2008-08-01,83388.19593000002
Anticipos por Exportación,2008-08-01,42022.54702000001
Reexportaciones,2008-08-01,0.0
Servicios,2008-08-01,71166.41685000002
Transporte,2008-08-01,7203.238090000003
Gastos de Viajero,2008-08-01,31808.28804000001
Comunicaciones,2008-08-01,1751.6741400000003
Servicios de Construcción e Ingeniería,2008-08-01,12868.222110000002
Seguros - Reaseguros,2008-08-01,140.48531000000006
Servicios Financieros - Comisiones,2008-08-01,2343.9888000000005
Servicios de Informática e Información,2008-08-01,2303.402310000001
Regalías y Derechos de Licencia,2008-08-01,0.0
Servicios Empresariales,2008-08-01,5219.685470000001
Servicios Personales Culturales y Recreativos,2008-08-01,688.4247900000003
Transacciones Oficiales,2008-08-01,6839.0077900000015
RENTA,2008-08-01,12834.526190000004
Remuneración de Empleados,2008-08-01,1016.5173900000002
Retribución de la Inversión,2008-08-01,11818.008800000003
TRANSFERENCIAS CORRIENTES,2008-08-01,258257.97246000008
Donaciones Oficiales,2008-08-01,11729.714880000005
Donaciones Privadas,2008-08-01,13656.846460000004
Remesas Familiares,2008-08-01,232871.41112000006
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-08-01,92731.19561000004
Capital Sector Privado,2008-08-01,66669.75688000003
Capital Sector Bancario,2008-08-01,8696.809250000002
Capital Sector Público,2008-08-01,17364.629480000003
TOTAL DE INGRESOS,2008-08-01,623706.7120400001
EXPORTACIONES,2008-09-01,267167.68120000005
Bienes,2008-09-01,195666.76396000004
Exportación de Mercancias Generales,2008-09-01,57150.53539000002
Procesamiento y Maquilado,2008-09-01,91185.57009000002
Anticipos por Exportación,2008-09-01,47330.65848000001
Reexportaciones,2008-09-01,0.0
Servicios,2008-09-01,71500.91724000002
Transporte,2008-09-01,8526.99213
Gastos de Viajero,2008-09-01,29480.84111000001
Comunicaciones,2008-09-01,4729.315360000001
Servicios de Construcción e Ingeniería,2008-09-01,11378.789170000004
Seguros - Reaseguros,2008-09-01,116.75349000000004
Servicios Financieros - Comisiones,2008-09-01,1338.0352400000004
Servicios de Informática e Información,2008-09-01,1370.4560800000002
Regalías y Derechos de Licencia,2008-09-01,0.0
Servicios Empresariales,2008-09-01,5086.780980000001
Servicios Personales Culturales y Recreativos,2008-09-01,248.72818000000007
Transacciones Oficiales,2008-09-01,9224.225500000002
RENTA,2008-09-01,12736.066160000002
Remuneración de Empleados,2008-09-01,1710.01005
Retribución de la Inversión,2008-09-01,11026.056110000001
TRANSFERENCIAS CORRIENTES,2008-09-01,248371.6081800001
Donaciones Oficiales,2008-09-01,6383.265050000002
Donaciones Privadas,2008-09-01,11566.578740000004
Remesas Familiares,2008-09-01,230421.76439000008
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-09-01,123654.96506000005
Capital Sector Privado,2008-09-01,88905.89866000004
Capital Sector Bancario,2008-09-01,14293.156990000003
Capital Sector Público,2008-09-01,20455.909410000007
TOTAL DE INGRESOS,2008-09-01,651930.3206000002
EXPORTACIONES,2008-10-01,251079.98072000005
Bienes,2008-10-01,177374.46139000004
Exportación de Mercancias Generales,2008-10-01,46514.404100000014
Procesamiento y Maquilado,2008-10-01,86395.74972000002
Anticipos por Exportación,2008-10-01,44464.307570000004
Reexportaciones,2008-10-01,0.0
Servicios,2008-10-01,73705.51933000001
Transporte,2008-10-01,7364.918930000003
Gastos de Viajero,2008-10-01,32040.289270000012
Comunicaciones,2008-10-01,3523.888160000001
Servicios de Construcción e Ingeniería,2008-10-01,13677.489230000005
Seguros - Reaseguros,2008-10-01,207.56694000000002
Servicios Financieros - Comisiones,2008-10-01,2345.0049600000007
Servicios de Informática e Información,2008-10-01,1333.2603100000006
Regalías y Derechos de Licencia,2008-10-01,0.0
Servicios Empresariales,2008-10-01,4485.502770000001
Servicios Personales Culturales y Recreativos,2008-10-01,208.94035000000002
Transacciones Oficiales,2008-10-01,8518.658410000004
RENTA,2008-10-01,30023.53869
Remuneración de Empleados,2008-10-01,1619.3181500000005
Retribución de la Inversión,2008-10-01,28404.220540000002
TRANSFERENCIAS CORRIENTES,2008-10-01,252719.18532000002
Donaciones Oficiales,2008-10-01,4684.149160000001
Donaciones Privadas,2008-10-01,14924.080360000002
Remesas Familiares,2008-10-01,233110.95580000003
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-10-01,104823.69138000003
Capital Sector Privado,2008-10-01,80398.88710000002
Capital Sector Bancario,2008-10-01,4924.662460000001
Capital Sector Público,2008-10-01,19500.141820000004
TOTAL DE INGRESOS,2008-10-01,638646.3961100001
EXPORTACIONES,2008-11-01,229004.70728000003
Bienes,2008-11-01,163411.79023000004
Exportación de Mercancias Generales,2008-11-01,55113.931530000016
Procesamiento y Maquilado,2008-11-01,68986.20323000001
Anticipos por Exportación,2008-11-01,39311.65547000001
Reexportaciones,2008-11-01,0.0
Servicios,2008-11-01,65592.91705
Transporte,2008-11-01,4988.667870000002
Gastos de Viajero,2008-11-01,27774.549950000004
Comunicaciones,2008-11-01,7275.370180000001
Servicios de Construcción e Ingeniería,2008-11-01,9139.116360000004
Seguros - Reaseguros,2008-11-01,1311.3664600000004
Servicios Financieros - Comisiones,2008-11-01,2007.7464500000003
Servicios de Informática e Información,2008-11-01,928.7477000000003
Regalías y Derechos de Licencia,2008-11-01,0.0
Servicios Empresariales,2008-11-01,5275.958640000002
Servicios Personales Culturales y Recreativos,2008-11-01,160.52782000000002
Transacciones Oficiales,2008-11-01,6730.865620000001
RENTA,2008-11-01,42426.175120000014
Remuneración de Empleados,2008-11-01,1702.8849600000005
Retribución de la Inversión,2008-11-01,40723.29016000001
TRANSFERENCIAS CORRIENTES,2008-11-01,230759.36508000008
Donaciones Oficiales,2008-11-01,8474.957070000002
Donaciones Privadas,2008-11-01,15475.976580000002
Remesas Familiares,2008-11-01,206808.43143000008
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-11-01,97204.15296000004
Capital Sector Privado,2008-11-01,54076.917000000016
Capital Sector Bancario,2008-11-01,5586.5836800000025
Capital Sector Público,2008-11-01,37540.65228000001
TOTAL DE INGRESOS,2008-11-01,599394.4004400002
EXPORTACIONES,2008-12-01,315057.03174000006
Bienes,2008-12-01,238475.10831000004
Exportación de Mercancias Generales,2008-12-01,57010.922840000014
Procesamiento y Maquilado,2008-12-01,112100.05689000002
Anticipos por Exportación,2008-12-01,69364.12858000002
Reexportaciones,2008-12-01,0.0
Servicios,2008-12-01,76581.92343000002
Transporte,2008-12-01,6074.317680000001
Gastos de Viajero,2008-12-01,31266.83998000001
Comunicaciones,2008-12-01,4018.734830000001
Servicios de Construcción e Ingeniería,2008-12-01,13431.205820000006
Seguros - Reaseguros,2008-12-01,276.49383000000006
Servicios Financieros - Comisiones,2008-12-01,1311.9742000000003
Servicios de Informática e Información,2008-12-01,1229.7144600000004
Regalías y Derechos de Licencia,2008-12-01,10.93795
Servicios Empresariales,2008-12-01,7399.300740000002
Servicios Personales Culturales y Recreativos,2008-12-01,146.36468000000005
Transacciones Oficiales,2008-12-01,11416.039260000003
RENTA,2008-12-01,12669.308870000003
Remuneración de Empleados,2008-12-01,1081.3092400000003
Retribución de la Inversión,2008-12-01,11587.999630000002
TRANSFERENCIAS CORRIENTES,2008-12-01,261969.63859000008
Donaciones Oficiales,2008-12-01,7933.611770000002
Donaciones Privadas,2008-12-01,19071.997110000008
Remesas Familiares,2008-12-01,234964.02971000006
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2008-12-01,170572.24263
Capital Sector Privado,2008-12-01,80910.01954000001
Capital Sector Bancario,2008-12-01,11441.147990000005
Capital Sector Público,2008-12-01,78221.0751
TOTAL DE INGRESOS,2008-12-01,760268.2218300002
