Concepto,Fechas,Monto
EXPORTACIONES,2012-01-01,413751.1457300001
Bienes,2012-01-01,351525.87529000005
Exportación de Mercancias Generales,2012-01-01,80081.47325000002
Procesamiento y Maquilado,2012-01-01,71036.81869000001
Anticipos por Exportación,2012-01-01,200407.58335000003
Reexportaciones,2012-01-01,0.0
Servicios,2012-01-01,62225.27044000003
Transporte,2012-01-01,3645.4018000000005
Viajes,2012-01-01,33334.49202000001
Comunicaciones,2012-01-01,1111.2261800000003
Construcción,2012-01-01,7265.316660000003
Seguros - Reaseguros,2012-01-01,1590.5493900000006
Servicios Financieros - Comisiones,2012-01-01,799.7706800000004
Servicios de Informática e Información,2012-01-01,604.0403800000003
Regalías y Derechos de Licencia,2012-01-01,0.0
Servicios Empresariales,2012-01-01,4709.855240000002
Servicios Personales Culturales y Recreativos,2012-01-01,8.222
Gubernamentales,2012-01-01,6729.312150000002
Comercio,2012-01-01,2427.083940000001
RENTA,2012-01-01,19050.513450000002
Remuneración de Empleados,2012-01-01,1423.5562900000004
Retribución de la Inversión,2012-01-01,17626.95716
TRANSFERENCIAS CORRIENTES,2012-01-01,203417.64786000008
Donaciones Oficiales,2012-01-01,0.0
Donaciones Privadas,2012-01-01,14220.678680000005
Remesas Familiares,2012-01-01,189196.96918000007
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2012-01-01,242484.12733000002
Capital Sector Privado,2012-01-01,164152.57535000003
Capital Sector Bancario,2012-01-01,61981.480540000004
Capital Sector Público,2012-01-01,16350.071440000003
DataValue{Union{}}(),2012-01-01,878703.4343700001
EXPORTACIONES,2012-02-01,447203.6684200002
Bienes,2012-02-01,383777.25968000013
Exportación de Mercancias Generales,2012-02-01,101254.93406000004
Procesamiento y Maquilado,2012-02-01,77671.79034000002
Anticipos por Exportación,2012-02-01,204850.53528000004
Reexportaciones,2012-02-01,0.0
Servicios,2012-02-01,63426.40874000002
Transporte,2012-02-01,3169.920440000001
Viajes,2012-02-01,37260.993980000014
Comunicaciones,2012-02-01,1085.4687500000005
Construcción,2012-02-01,6124.006840000002
Seguros - Reaseguros,2012-02-01,1685.33751
Servicios Financieros - Comisiones,2012-02-01,677.4729800000001
Servicios de Informática e Información,2012-02-01,717.5559500000003
Regalías y Derechos de Licencia,2012-02-01,0.0
Servicios Empresariales,2012-02-01,5325.722720000002
Servicios Personales Culturales y Recreativos,2012-02-01,14.402970000000003
Gubernamentales,2012-02-01,2814.6586500000008
Comercio,2012-02-01,4550.867950000001
RENTA,2012-02-01,12447.302090000005
Remuneración de Empleados,2012-02-01,1510.6866100000007
Retribución de la Inversión,2012-02-01,10936.615480000004
TRANSFERENCIAS CORRIENTES,2012-02-01,244829.64901
Donaciones Oficiales,2012-02-01,2585.4352400000007
Donaciones Privadas,2012-02-01,15984.026510000003
Remesas Familiares,2012-02-01,226260.18725999998
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2012-02-01,225019.22651000007
Capital Sector Privado,2012-02-01,173600.16762000005
Capital Sector Bancario,2012-02-01,14561.209790000003
Capital Sector Público,2012-02-01,36857.84910000001
DataValue{Union{}}(),2012-02-01,929499.8460300002
EXPORTACIONES,2012-03-01,419212.42683000007
Bienes,2012-03-01,349696.92026000004
Exportación de Mercancias Generales,2012-03-01,127371.89619000001
Procesamiento y Maquilado,2012-03-01,87541.11465000002
Anticipos por Exportación,2012-03-01,134783.90942000004
Reexportaciones,2012-03-01,0.0
Servicios,2012-03-01,69515.50657000003
Transporte,2012-03-01,4519.160540000001
Viajes,2012-03-01,36884.70300000001
Comunicaciones,2012-03-01,1462.6780300000005
Construcción,2012-03-01,7079.266230000001
Seguros - Reaseguros,2012-03-01,560.6717000000001
