Concepto,Fechas,Monto
Total Ingresos,2018-03-01,995990.2
EXPORTACIONES,2018-04-01,501747.1
Bienes,2018-04-01,328286.5
Exportación de Mercancías Generales,2018-04-01,89023.2
Procesamiento y Maquilado,2018-04-01,117188.2
Anticipos por Exportación,2018-04-01,122075.2
Reexportaciones,2018-04-01,0.0
Servicios,2018-04-01,173460.6
Transporte,2018-04-01,15798.4
Viajes,2018-04-01,55288.7
Comunicaciones,2018-04-01,5533.0
Construcción,2018-04-01,16103.9
Seguros - Reaseguros,2018-04-01,3870.4
Financieros,2018-04-01,6077.5
Informática e Información,2018-04-01,845.0
Regalías y Derechos de Licencia (Franquicias),2018-04-01,1.2
Empresariales,2018-04-01,44210.1
Personales Culturales y Recreativos,2018-04-01,593.4
Gubernamentales,2018-04-01,8053.7
Comercio (Ventas Locales de Prod. en Dólares),2018-04-01,17085.3
RENTA,2018-04-01,28285.0
Remuneración de Empleados,2018-04-01,12446.7
Renta de La Inversión,2018-04-01,15838.3
TRANSFERENCIAS CORRIENTES,2018-04-01,450693.8
Donaciones Oficiales,2018-04-01,1.6
Donaciones Privadas,2018-04-01,24659.9
Remesas Familiares,2018-04-01,426032.4
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2018-04-01,62075.6
Capital Sector Privados,2018-04-01,43737.8
Capital Sector Bancario,2018-04-01,8693.5
Capital Sector Público,2018-04-01,9644.4
Total Ingresos,2018-04-01,1.0428018e6
EXPORTACIONES,2018-05-01,468210.8
Bienes,2018-05-01,310148.3
Exportación de Mercancías Generales,2018-05-01,76262.0
Procesamiento y Maquilado,2018-05-01,125483.5
Anticipos por Exportación,2018-05-01,108402.7
Reexportaciones,2018-05-01,0.0
Servicios,2018-05-01,158062.5
Transporte,2018-05-01,16117.7
Viajes,2018-05-01,48498.8
Comunicaciones,2018-05-01,2625.8
Construcción,2018-05-01,15642.8
Seguros - Reaseguros,2018-05-01,2642.7
Financieros,2018-05-01,7688.9
Informática e Información,2018-05-01,906.4
Regalías y Derechos de Licencia (Franquicias),2018-05-01,2.4
Empresariales,2018-05-01,39074.9
Personales Culturales y Recreativos,2018-05-01,231.9
Gubernamentales,2018-05-01,4579.2
Comercio (Ventas Locales de Prod. en Dólares),2018-05-01,20051.0
RENTA,2018-05-01,30760.7
Remuneración de Empleados,2018-05-01,10135.0
Renta de La Inversión,2018-05-01,20625.6
TRANSFERENCIAS CORRIENTES,2018-05-01,485686.8
Donaciones Oficiales,2018-05-01,0.0
Donaciones Privadas,2018-05-01,29260.4
Remesas Familiares,2018-05-01,456426.4
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2018-05-01,99636.9
Capital Sector Privados,2018-05-01,41736.7
Capital Sector Bancario,2018-05-01,6609.1
Capital Sector Público,2018-05-01,51291.1
Total Ingresos,2018-05-01,1.084295e6
EXPORTACIONES,2018-06-01,499768.4
Bienes,2018-06-01,324893.3
Exportación de Mercancías Generales,2018-06-01,75699.0
Procesamiento y Maquilado,2018-06-01,145652.3
Anticipos por Exportación,2018-06-01,103542.0
Reexportaciones,2018-06-01,0.0
Servicios,2018-06-01,174875.1
Transporte,2018-06-01,10721.2
Viajes,2018-06-01,57097.1
Comunicaciones,2018-06-01,2711.1
Construcción,2018-06-01,31599.4
Seguros - Reaseguros,2018-06-01,3553.2
Financieros,2018-06-01,7972.0
Informática e Información,2018-06-01,1288.2
Regalías y Derechos de Licencia (Franquicias),2018-06-01,0.0
Empresariales,2018-06-01,36607.4
Personales Culturales y Recreativos,2018-06-01,165.2
Gubernamentales,2018-06-01,5189.5
Comercio (Ventas Locales de Prod. en Dólares),2018-06-01,17970.9
RENTA,2018-06-01,26398.3
Remuneración de Empleados,2018-06-01,9378.6
Renta de La Inversión,2018-06-01,17019.7
TRANSFERENCIAS CORRIENTES,2018-06-01,427643.6
Donaciones Oficiales,2018-06-01,0.0
Donaciones Privadas,2018-06-01,29848.9
Remesas Familiares,2018-06-01,397794.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2018-06-01,97630.5
Capital Sector Privados,2018-06-01,67533.7
Capital Sector Bancario,2018-06-01,7584.0
Capital Sector Público,2018-06-01,22512.8
Total Ingresos,2018-06-01,1.051441e6
EXPORTACIONES,2018-07-01,449476.9
Bienes,2018-07-01,287717.9
Exportación de Mercancías Generales,2018-07-01,64358.5
Procesamiento y Maquilado,2018-07-01,116048.9
Anticipos por Exportación,2018-07-01,107310.5
Reexportaciones,2018-07-01,0.0
Servicios,2018-07-01,161759.0
Transporte,2018-07-01,14034.6
Viajes,2018-07-01,51550.3
Comunicaciones,2018-07-01,4832.1
Construcción,2018-07-01,18085.8
Seguros - Reaseguros,2018-07-01,5393.0
Financieros,2018-07-01,5799.6
Informática e Información,2018-07-01,944.2
Regalías y Derechos de Licencia (Franquicias),2018-07-01,0.0
Empresariales,2018-07-01,37419.6
Personales Culturales y Recreativos,2018-07-01,168.3
Gubernamentales,2018-07-01,4058.7
Comercio (Ventas Locales de Prod. en Dólares),2018-07-01,19472.9
RENTA,2018-07-01,32650.0
Remuneración de Empleados,2018-07-01,10356.0
Renta de La Inversión,2018-07-01,22294.0
TRANSFERENCIAS CORRIENTES,2018-07-01,451492.3
Donaciones Oficiales,2018-07-01,0.0
Donaciones Privadas,2018-07-01,23878.0
Remesas Familiares,2018-07-01,427614.4
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2018-07-01,73516.1
Capital Sector Privados,2018-07-01,49326.6
Capital Sector Bancario,2018-07-01,18603.2
Capital Sector Público,2018-07-01,5586.2
Total Ingresos,2018-07-01,1.0071354e6
EXPORTACIONES,2018-08-01,427707.8
Bienes,2018-08-01,273606.2
Exportación de Mercancías Generales,2018-08-01,65061.2
Procesamiento y Maquilado,2018-08-01,114053.1
Anticipos por Exportación,2018-08-01,94491.9
Reexportaciones,2018-08-01,0.0
Servicios,2018-08-01,154101.6
Transporte,2018-08-01,11884.5
Viajes,2018-08-01,44407.5
Comunicaciones,2018-08-01,4448.3
Construcción,2018-08-01,23909.0
Seguros - Reaseguros,2018-08-01,6778.0
Financieros,2018-08-01,6594.1
Informática e Información,2018-08-01,862.9
Regalías y Derechos de Licencia (Franquicias),2018-08-01,0.5
Empresariales,2018-08-01,35861.8
Personales Culturales y Recreativos,2018-08-01,806.8
Gubernamentales,2018-08-01,6238.4
Comercio (Ventas Locales de Prod. en Dólares),2018-08-01,12309.7
RENTA,2018-08-01,22801.1
Remuneración de Empleados,2018-08-01,11135.5
Renta de La Inversión,2018-08-01,11665.6
TRANSFERENCIAS CORRIENTES,2018-08-01,464903.4
Donaciones Oficiales,2018-08-01,0.0
Donaciones Privadas,2018-08-01,26809.3
Remesas Familiares,2018-08-01,438094.1
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2018-08-01,61930.9
Capital Sector Privados,2018-08-01,28476.5
Capital Sector Bancario,2018-08-01,11363.9
Capital Sector Público,2018-08-01,22090.5
Total Ingresos,2018-08-01,977343.1
EXPORTACIONES,2018-09-01,430364.2
Bienes,2018-09-01,248549.1
Exportación de Mercancías Generales,2018-09-01,64363.0
Procesamiento y Maquilado,2018-09-01,105562.5
Anticipos por Exportación,2018-09-01,78623.6
Reexportaciones,2018-09-01,0.0
Servicios,2018-09-01,181815.1
Transporte,2018-09-01,15105.7
Viajes,2018-09-01,44974.6
Comunicaciones,2018-09-01,3593.0
Construcción,2018-09-01,21212.9
Seguros - Reaseguros,2018-09-01,6910.8
Financieros,2018-09-01,6133.3
Informática e Información,2018-09-01,1363.8
Regalías y Derechos de Licencia (Franquicias),2018-09-01,0.0
Empresariales,2018-09-01,34755.0
Personales Culturales y Recreativos,2018-09-01,301.2
Gubernamentales,2018-09-01,30025.2
Comercio (Ventas Locales de Prod. en Dólares),2018-09-01,17439.6
RENTA,2018-09-01,21931.6
Remuneración de Empleados,2018-09-01,10965.0
Renta de La Inversión,2018-09-01,10966.6
TRANSFERENCIAS CORRIENTES,2018-09-01,417754.0
Donaciones Oficiales,2018-09-01,0.0
Donaciones Privadas,2018-09-01,26181.2
Remesas Familiares,2018-09-01,391572.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2018-09-01,32018.0
Capital Sector Privados,2018-09-01,18522.2
Capital Sector Bancario,2018-09-01,6491.8
Capital Sector Público,2018-09-01,7004.0
Total Ingresos,2018-09-01,902067.8
EXPORTACIONES,2018-10-01,402491.1
Bienes,2018-10-01,245693.9
Exportación de Mercancías Generales,2018-10-01,53775.4
Procesamiento y Maquilado,2018-10-01,112875.8
Anticipos por Exportación,2018-10-01,77744.8
Reexportaciones,2018-10-01,1297.9
Servicios,2018-10-01,156797.3
Transporte,2018-10-01,11650.1
Viajes,2018-10-01,48232.0
Comunicaciones,2018-10-01,5761.5
Construcción,2018-10-01,22227.1
Seguros - Reaseguros,2018-10-01,4836.6
Financieros,2018-10-01,5593.9
Informática e Información,2018-10-01,781.9
Regalías y Derechos de Licencia (Franquicias),2018-10-01,0.0
Empresariales,2018-10-01,37259.6
Personales Culturales y Recreativos,2018-10-01,341.1
Gubernamentales,2018-10-01,3597.0
Comercio (Ventas Locales de Prod. en Dólares),2018-10-01,16516.5
RENTA,2018-10-01,25097.9
Remuneración de Empleados,2018-10-01,11137.4
Renta de La Inversión,2018-10-01,13960.5
TRANSFERENCIAS CORRIENTES,2018-10-01,469436.1
Donaciones Oficiales,2018-10-01,2.1
Donaciones Privadas,2018-10-01,25716.3
Remesas Familiares,2018-10-01,443717.6
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2018-10-01,59649.3
Capital Sector Privados,2018-10-01,11192.4
Capital Sector Bancario,2018-10-01,11714.5
Capital Sector Público,2018-10-01,36742.4
Total Ingresos,2018-10-01,956674.4
EXPORTACIONES,2018-11-01,423715.3
Bienes,2018-11-01,264617.8
Exportación de Mercancías Generales,2018-11-01,60199.1
Procesamiento y Maquilado,2018-11-01,109207.3
Anticipos por Exportación,2018-11-01,95211.5
Reexportaciones,2018-11-01,0.0
Servicios,2018-11-01,159097.5
Transporte,2018-11-01,9431.0
Viajes,2018-11-01,44350.0
Comunicaciones,2018-11-01,6720.2
Construcción,2018-11-01,21393.7
Seguros - Reaseguros,2018-11-01,8199.3
Financieros,2018-11-01,6320.7
Informática e Información,2018-11-01,537.0
Regalías y Derechos de Licencia (Franquicias),2018-11-01,0.0
Empresariales,2018-11-01,42649.3
Personales Culturales y Recreativos,2018-11-01,427.4
Gubernamentales,2018-11-01,4404.8
Comercio (Ventas Locales de Prod. en Dólares),2018-11-01,14664.2
RENTA,2018-11-01,24434.2
Remuneración de Empleados,2018-11-01,10875.1
Renta de La Inversión,2018-11-01,13559.1
TRANSFERENCIAS CORRIENTES,2018-11-01,430040.2
Donaciones Oficiales,2018-11-01,1.0
Donaciones Privadas,2018-11-01,29702.4
Remesas Familiares,2018-11-01,400336.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2018-11-01,113922.7
Capital Sector Privados,2018-11-01,37384.3
Capital Sector Bancario,2018-11-01,18934.2
Capital Sector Público,2018-11-01,57604.3
Total Ingresos,2018-11-01,992112.7
EXPORTACIONES,2018-12-01,615070.0
Bienes,2018-12-01,398429.0
Exportación de Mercancías Generales,2018-12-01,88166.0
Procesamiento y Maquilado,2018-12-01,167591.0
Anticipos por Exportación,2018-12-01,142672.0
Reexportaciones,2018-12-01,0.0
Servicios,2018-12-01,216641.0
Transporte,2018-12-01,13333.7
Viajes,2018-12-01,44211.2
Comunicaciones,2018-12-01,15108.1
Construcción,2018-12-01,29926.1
Seguros - Reaseguros,2018-12-01,6339.1
Financieros,2018-12-01,19835.6
Informática e Información,2018-12-01,966.2
Regalías y Derechos de Licencia (Franquicias),2018-12-01,0.0
Empresariales,2018-12-01,54274.6
Personales Culturales y Recreativos,2018-12-01,639.6
Gubernamentales,2018-12-01,13120.8
Comercio (Ventas Locales de Prod. en Dólares),2018-12-01,18886.2
RENTA,2018-12-01,22810.2
Remuneración de Empleados,2018-12-01,11303.8
Renta de La Inversión,2018-12-01,11506.3
TRANSFERENCIAS CORRIENTES,2018-12-01,459561.8
Donaciones Oficiales,2018-12-01,664.3
Donaciones Privadas,2018-12-01,30451.5
Remesas Familiares,2018-12-01,428446.0
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2018-12-01,324270.4
Capital Sector Privados,2018-12-01,59623.4
Capital Sector Bancario,2018-12-01,26588.1
Capital Sector Público,2018-12-01,238058.9
Total Ingresos,2018-12-01,1.4217125e6
