Concepto,Fechas,Monto
DataValue{Union{}}(),2006-04-01,469142.80000000005
EXPORTACIONES,2006-05-01,208279.2
Bienes,2006-05-01,143969.5
Exportación de Mercancias Generales,2006-05-01,40214.0
Procesamiento y Maquilado,2006-05-01,69863.4
Anticipos por Exportación,2006-05-01,33887.1
Reexportaciones,2006-05-01,5.0
Servicios,2006-05-01,64309.7
Transporte,2006-05-01,4835.2
Gastos de Viajero,2006-05-01,18084.8
Comunicaciones,2006-05-01,10369.5
Servicios de Construcción e Ingeniería,2006-05-01,6448.5
Seguros - Reaseguros,2006-05-01,169.5
Servicios Financieros - Comisiones,2006-05-01,5470.1
Servicios de Informática e Información,2006-05-01,1586.1
Regalías y Derechos de Licencia,2006-05-01,6.7
Servicios Empresariales,2006-05-01,9905.1
Servicios Personales Culturales y Recreativos,2006-05-01,1380.1
Transacciones Oficiales,2006-05-01,6054.1
RENTA,2006-05-01,31714.5
Remuneración de Empleados,2006-05-01,2246.7
Retribución de la Inversión,2006-05-01,29467.8
TRANSFERENCIAS CORRIENTES,2006-05-01,225741.0
Donaciones Oficiales,2006-05-01,536.1
Donaciones Privadas,2006-05-01,17727.5
Remesas Familiares,2006-05-01,207477.4
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2006-05-01,60886.9
Capital Sector Privado,2006-05-01,44352.5
Capital Sector Bancario,2006-05-01,10434.2
Capital Sector Público,2006-05-01,6100.2
DataValue{Union{}}(),2006-05-01,526621.6
EXPORTACIONES,2006-06-01,239009.9
Bienes,2006-06-01,175431.3
Exportación de Mercancias Generales,2006-06-01,46751.9
Procesamiento y Maquilado,2006-06-01,91928.1
Anticipos por Exportación,2006-06-01,36751.3
Reexportaciones,2006-06-01,0.0
Servicios,2006-06-01,63578.6
Transporte,2006-06-01,5438.4
Gastos de Viajero,2006-06-01,13844.4
Comunicaciones,2006-06-01,4217.8
Servicios de Construcción e Ingeniería,2006-06-01,9291.1
Seguros - Reaseguros,2006-06-01,669.1
Servicios Financieros - Comisiones,2006-06-01,9763.8
Servicios de Informática e Información,2006-06-01,1666.7
Regalías y Derechos de Licencia,2006-06-01,0.0
Servicios Empresariales,2006-06-01,9426.6
Servicios Personales Culturales y Recreativos,2006-06-01,1743.6
Transacciones Oficiales,2006-06-01,7517.1
RENTA,2006-06-01,29773.2
Remuneración de Empleados,2006-06-01,2358.7
Retribución de la Inversión,2006-06-01,27414.5
TRANSFERENCIAS CORRIENTES,2006-06-01,212585.1
Donaciones Oficiales,2006-06-01,443.7
Donaciones Privadas,2006-06-01,20619.6
Remesas Familiares,2006-06-01,191521.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2006-06-01,50115.7
Capital Sector Privado,2006-06-01,29962.4
Capital Sector Bancario,2006-06-01,9139.5
Capital Sector Público,2006-06-01,11013.8
DataValue{Union{}}(),2006-06-01,531483.8999999999
EXPORTACIONES,2006-07-01,182124.1
Bienes,2006-07-01,131692.0
Exportación de Mercancias Generales,2006-07-01,37991.8
Procesamiento y Maquilado,2006-07-01,63556.4
Anticipos por Exportación,2006-07-01,30143.8
Reexportaciones,2006-07-01,0.0
Servicios,2006-07-01,50432.1
Transporte,2006-07-01,4411.3
Gastos de Viajero,2006-07-01,14245.9
Comunicaciones,2006-07-01,2354.3
Servicios de Construcción e Ingeniería,2006-07-01,6038.5
Seguros - Reaseguros,2006-07-01,569.3
Servicios Financieros - Comisiones,2006-07-01,7796.4
Servicios de Informática e Información,2006-07-01,1120.3
Regalías y Derechos de Licencia,2006-07-01,0.0
Servicios Empresariales,2006-07-01,9272.7
Servicios Personales Culturales y Recreativos,2006-07-01,923.7
Transacciones Oficiales,2006-07-01,3699.7
RENTA,2006-07-01,20218.8
Remuneración de Empleados,2006-07-01,1855.2
Retribución de la Inversión,2006-07-01,18363.6
TRANSFERENCIAS CORRIENTES,2006-07-01,217342.1
Donaciones Oficiales,2006-07-01,14917.8
Donaciones Privadas,2006-07-01,15331.1
Remesas Familiares,2006-07-01,187093.2
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2006-07-01,41209.0
Capital Sector Privado,2006-07-01,26802.4
Capital Sector Bancario,2006-07-01,3070.3
Capital Sector Público,2006-07-01,11336.3
DataValue{Union{}}(),2006-07-01,460894.0
EXPORTACIONES,2006-08-01,200978.7
Bienes,2006-08-01,146246.1
Exportación de Mercancias Generales,2006-08-01,40650.8
Procesamiento y Maquilado,2006-08-01,71215.2
Anticipos por Exportación,2006-08-01,34380.1
Reexportaciones,2006-08-01,0.0
Servicios,2006-08-01,54732.6
Transporte,2006-08-01,3875.1
Gastos de Viajero,2006-08-01,14180.8
Comunicaciones,2006-08-01,3090.2
Servicios de Construcción e Ingeniería,2006-08-01,6728.8
Seguros - Reaseguros,2006-08-01,623.6
Servicios Financieros - Comisiones,2006-08-01,6841.1
Servicios de Informática e Información,2006-08-01,1562.9
Regalías y Derechos de Licencia,2006-08-01,0.0
Servicios Empresariales,2006-08-01,10786.1
Servicios Personales Culturales y Recreativos,2006-08-01,946.4
Transacciones Oficiales,2006-08-01,6097.6
RENTA,2006-08-01,31633.7
Remuneración de Empleados,2006-08-01,1496.0
Retribución de la Inversión,2006-08-01,30137.7
TRANSFERENCIAS CORRIENTES,2006-08-01,224463.1
Donaciones Oficiales,2006-08-01,604.6
Donaciones Privadas,2006-08-01,16817.4
Remesas Familiares,2006-08-01,207041.1
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2006-08-01,52897.6
Capital Sector Privado,2006-08-01,31602.9
Capital Sector Bancario,2006-08-01,9821.5
Capital Sector Público,2006-08-01,11473.2
DataValue{Union{}}(),2006-08-01,509973.1
EXPORTACIONES,2006-09-01,181519.2
Bienes,2006-09-01,128393.4
Exportación de Mercancias Generales,2006-09-01,31058.1
Procesamiento y Maquilado,2006-09-01,62071.0
Anticipos por Exportación,2006-09-01,35264.3
Reexportaciones,2006-09-01,0.0
Servicios,2006-09-01,53125.8
Transporte,2006-09-01,3833.4
Gastos de Viajero,2006-09-01,14996.1
Comunicaciones,2006-09-01,2530.0
Servicios de Construcción e Ingeniería,2006-09-01,5225.4
Seguros - Reaseguros,2006-09-01,150.8
Servicios Financieros - Comisiones,2006-09-01,12412.2
Servicios de Informática e Información,2006-09-01,915.6
Regalías y Derechos de Licencia,2006-09-01,0.0
Servicios Empresariales,2006-09-01,7723.2
Servicios Personales Culturales y Recreativos,2006-09-01,793.3
Transacciones Oficiales,2006-09-01,4545.8
RENTA,2006-09-01,28087.2
Remuneración de Empleados,2006-09-01,1863.3
Retribución de la Inversión,2006-09-01,26223.9
TRANSFERENCIAS CORRIENTES,2006-09-01,200628.9
Donaciones Oficiales,2006-09-01,556.4
Donaciones Privadas,2006-09-01,15859.2
Remesas Familiares,2006-09-01,184213.3
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2006-09-01,42777.8
Capital Sector Privado,2006-09-01,25494.9
Capital Sector Bancario,2006-09-01,4365.9
Capital Sector Público,2006-09-01,12917.0
DataValue{Union{}}(),2006-09-01,453013.10000000003
EXPORTACIONES,2006-10-01,204146.8
Bienes,2006-10-01,145250.5
Exportación de Mercancias Generales,2006-10-01,41525.6
Procesamiento y Maquilado,2006-10-01,67126.4
Anticipos por Exportación,2006-10-01,36598.5
Reexportaciones,2006-10-01,0.0
Servicios,2006-10-01,58896.3
Transporte,2006-10-01,5257.7
Gastos de Viajero,2006-10-01,18215.4
Comunicaciones,2006-10-01,3183.0
Servicios de Construcción e Ingeniería,2006-10-01,6801.2
Seguros - Reaseguros,2006-10-01,1903.1
Servicios Financieros - Comisiones,2006-10-01,6782.2
Servicios de Informática e Información,2006-10-01,636.0
Regalías y Derechos de Licencia,2006-10-01,0.0
Servicios Empresariales,2006-10-01,9944.2
Servicios Personales Culturales y Recreativos,2006-10-01,1035.1
Transacciones Oficiales,2006-10-01,5138.4
RENTA,2006-10-01,29175.1
Remuneración de Empleados,2006-10-01,2206.1
Retribución de la Inversión,2006-10-01,26969.0
TRANSFERENCIAS CORRIENTES,2006-10-01,218346.0
Donaciones Oficiales,2006-10-01,5293.2
Donaciones Privadas,2006-10-01,15762.1
Remesas Familiares,2006-10-01,197290.7
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2006-10-01,54081.3
Capital Sector Privado,2006-10-01,43166.6
Capital Sector Bancario,2006-10-01,623.3
Capital Sector Público,2006-10-01,10291.4
DataValue{Union{}}(),2006-10-01,505749.2
EXPORTACIONES,2006-11-01,216874.9
Bienes,2006-11-01,159204.8
Exportación de Mercancias Generales,2006-11-01,35714.8
Procesamiento y Maquilado,2006-11-01,71759.1
Anticipos por Exportación,2006-11-01,51730.9
Reexportaciones,2006-11-01,0.0
Servicios,2006-11-01,57670.1
Transporte,2006-11-01,4767.4
Gastos de Viajero,2006-11-01,13412.8
Comunicaciones,2006-11-01,2867.5
Servicios de Construcción e Ingeniería,2006-11-01,8854.4
Seguros - Reaseguros,2006-11-01,1325.7
Servicios Financieros - Comisiones,2006-11-01,9266.5
Servicios de Informática e Información,2006-11-01,788.5
Regalías y Derechos de Licencia,2006-11-01,0.0
Servicios Empresariales,2006-11-01,7868.2
Servicios Personales Culturales y Recreativos,2006-11-01,1086.9
Transacciones Oficiales,2006-11-01,7432.2
RENTA,2006-11-01,26769.7
Remuneración de Empleados,2006-11-01,3494.0
Retribución de la Inversión,2006-11-01,23275.7
TRANSFERENCIAS CORRIENTES,2006-11-01,212356.8
Donaciones Oficiales,2006-11-01,629.4
Donaciones Privadas,2006-11-01,17427.9
Remesas Familiares,2006-11-01,194299.5
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2006-11-01,71898.5
Capital Sector Privado,2006-11-01,36790.5
Capital Sector Bancario,2006-11-01,10213.6
Capital Sector Público,2006-11-01,24894.4
DataValue{Union{}}(),2006-11-01,527899.9
EXPORTACIONES,2006-12-01,269193.0
Bienes,2006-12-01,203467.4
Exportación de Mercancias Generales,2006-12-01,46532.8
Procesamiento y Maquilado,2006-12-01,95074.4
Anticipos por Exportación,2006-12-01,61860.2
Reexportaciones,2006-12-01,0.0
Servicios,2006-12-01,65725.6
Transporte,2006-12-01,5439.2
Gastos de Viajero,2006-12-01,19464.8
Comunicaciones,2006-12-01,3001.7
Servicios de Construcción e Ingeniería,2006-12-01,2977.9
Seguros - Reaseguros,2006-12-01,1169.2
Servicios Financieros - Comisiones,2006-12-01,8069.6
Servicios de Informática e Información,2006-12-01,886.9
Regalías y Derechos de Licencia,2006-12-01,0.0
Servicios Empresariales,2006-12-01,16467.8
Servicios Personales Culturales y Recreativos,2006-12-01,2684.7
Transacciones Oficiales,2006-12-01,5563.8
RENTA,2006-12-01,28668.2
Remuneración de Empleados,2006-12-01,3587.2
Retribución de la Inversión,2006-12-01,25081.0
TRANSFERENCIAS CORRIENTES,2006-12-01,225404.4
Donaciones Oficiales,2006-12-01,3507.7
Donaciones Privadas,2006-12-01,17029.3
Remesas Familiares,2006-12-01,204867.4
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2006-12-01,119221.3
Capital Sector Privado,2006-12-01,44110.3
Capital Sector Bancario,2006-12-01,13817.0
Capital Sector Público,2006-12-01,61294.0
DataValue{Union{}}(),2006-12-01,642486.9
