Concepto,Fechas,Monto
Anticipos por Exportación,2007-04-01,45519.1
Reexportaciones,2007-04-01,0.0
Servicios,2007-04-01,51039.7
Transporte,2007-04-01,4727.5
Gastos de Viajero,2007-04-01,24710.5
Comunicaciones,2007-04-01,4553.5
Servicios de Construcción e Ingeniería,2007-04-01,6785.9
Seguros - Reaseguros,2007-04-01,827.6
Servicios Financieros - Comisiones,2007-04-01,1605.6
Servicios de Informática e Información,2007-04-01,1239.9
Regalías y Derechos de Licencia,2007-04-01,13.9
Servicios Empresariales,2007-04-01,2092.8
Servicios Personales Culturales y Recreativos,2007-04-01,481.0
Transacciones Oficiales,2007-04-01,4001.5
RENTA,2007-04-01,19788.6
Remuneración de Empleados,2007-04-01,1616.9
Retribución de la Inversión,2007-04-01,18171.7
TRANSFERENCIAS CORRIENTES,2007-04-01,216642.0
Donaciones Oficiales,2007-04-01,8044.3
Donaciones Privadas,2007-04-01,12867.5
Remesas Familiares,2007-04-01,195730.2
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2007-04-01,85018.6
Capital Sector Privado,2007-04-01,48196.9
Capital Sector Bancario,2007-04-01,3796.5
Capital Sector Público,2007-04-01,33025.2
DataValue{Union{}}(),2007-04-01,528907.2
EXPORTACIONES,2007-05-01,227510.4
Bienes,2007-05-01,175818.9
Exportación de Mercancias Generales,2007-05-01,54029.9
Procesamiento y Maquilado,2007-05-01,76915.9
Anticipos por Exportación,2007-05-01,44873.1
Reexportaciones,2007-05-01,0.0
Servicios,2007-05-01,51691.5
Transporte,2007-05-01,5231.5
Gastos de Viajero,2007-05-01,22556.0
Comunicaciones,2007-05-01,5769.7
Servicios de Construcción e Ingeniería,2007-05-01,7692.9
Seguros - Reaseguros,2007-05-01,262.6
Servicios Financieros - Comisiones,2007-05-01,1360.5
Servicios de Informática e Información,2007-05-01,1271.0
Regalías y Derechos de Licencia,2007-05-01,10.4
Servicios Empresariales,2007-05-01,2002.0
Servicios Personales Culturales y Recreativos,2007-05-01,242.6
Transacciones Oficiales,2007-05-01,5292.3
RENTA,2007-05-01,19243.9
Remuneración de Empleados,2007-05-01,1765.2
Retribución de la Inversión,2007-05-01,17478.7
TRANSFERENCIAS CORRIENTES,2007-05-01,257601.0
Donaciones Oficiales,2007-05-01,16672.1
Donaciones Privadas,2007-05-01,18080.9
Remesas Familiares,2007-05-01,222848.0
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2007-05-01,75711.0
Capital Sector Privado,2007-05-01,43931.7
Capital Sector Bancario,2007-05-01,8215.7
Capital Sector Público,2007-05-01,23563.6
DataValue{Union{}}(),2007-05-01,580066.3
EXPORTACIONES,2007-06-01,241166.3
Bienes,2007-06-01,185072.7
Exportación de Mercancias Generales,2007-06-01,48106.7
Procesamiento y Maquilado,2007-06-01,93000.8
Anticipos por Exportación,2007-06-01,43965.2
Reexportaciones,2007-06-01,0.0
Servicios,2007-06-01,56093.6
Transporte,2007-06-01,4914.4
Gastos de Viajero,2007-06-01,26982.0
Comunicaciones,2007-06-01,5085.9
Servicios de Construcción e Ingeniería,2007-06-01,6855.9
Seguros - Reaseguros,2007-06-01,694.8
Servicios Financieros - Comisiones,2007-06-01,3116.9
Servicios de Informática e Información,2007-06-01,2203.3
Regalías y Derechos de Licencia,2007-06-01,0.0
Servicios Empresariales,2007-06-01,1206.8
Servicios Personales Culturales y Recreativos,2007-06-01,219.7
Transacciones Oficiales,2007-06-01,4813.9
RENTA,2007-06-01,28856.9
Remuneración de Empleados,2007-06-01,1755.5
Retribución de la Inversión,2007-06-01,27101.4
TRANSFERENCIAS CORRIENTES,2007-06-01,228059.3
Donaciones Oficiales,2007-06-01,560.0
Donaciones Privadas,2007-06-01,22572.3
Remesas Familiares,2007-06-01,204927.0
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2007-06-01,82188.6
Capital Sector Privado,2007-06-01,60362.6
Capital Sector Bancario,2007-06-01,14161.3
Capital Sector Público,2007-06-01,7664.7
DataValue{Union{}}(),2007-06-01,580271.1
EXPORTACIONES,2007-07-01,219272.3
Bienes,2007-07-01,161308.4
Exportación de Mercancias Generales,2007-07-01,48825.2
Procesamiento y Maquilado,2007-07-01,69567.5
Anticipos por Exportación,2007-07-01,42915.7
Reexportaciones,2007-07-01,0.0
Servicios,2007-07-01,57963.9
Transporte,2007-07-01,4825.3
Gastos de Viajero,2007-07-01,29463.9
Comunicaciones,2007-07-01,4111.9
Servicios de Construcción e Ingeniería,2007-07-01,7080.4
Seguros - Reaseguros,2007-07-01,121.8
Servicios Financieros - Comisiones,2007-07-01,3659.9
Servicios de Informática e Información,2007-07-01,1357.1
Regalías y Derechos de Licencia,2007-07-01,2.0
Servicios Empresariales,2007-07-01,2434.3
Servicios Personales Culturales y Recreativos,2007-07-01,449.8
Transacciones Oficiales,2007-07-01,4457.5
RENTA,2007-07-01,31463.1
Remuneración de Empleados,2007-07-01,2168.8
Retribución de la Inversión,2007-07-01,29294.3
TRANSFERENCIAS CORRIENTES,2007-07-01,241079.3
Donaciones Oficiales,2007-07-01,3358.0
Donaciones Privadas,2007-07-01,18247.1
Remesas Familiares,2007-07-01,219474.2
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2007-07-01,92624.3
Capital Sector Privado,2007-07-01,47297.7
Capital Sector Bancario,2007-07-01,30692.0
Capital Sector Público,2007-07-01,14634.6
DataValue{Union{}}(),2007-07-01,584439.0
EXPORTACIONES,2007-08-01,221417.9
Bienes,2007-08-01,165914.6
Exportación de Mercancias Generales,2007-08-01,48397.7
Procesamiento y Maquilado,2007-08-01,75688.6
Anticipos por Exportación,2007-08-01,41828.3
Reexportaciones,2007-08-01,0.0
Servicios,2007-08-01,55503.3
Transporte,2007-08-01,5124.1
Gastos de Viajero,2007-08-01,25562.9
Comunicaciones,2007-08-01,4041.8
Servicios de Construcción e Ingeniería,2007-08-01,8967.9
Seguros - Reaseguros,2007-08-01,104.2
Servicios Financieros - Comisiones,2007-08-01,1244.4
Servicios de Informática e Información,2007-08-01,1153.8
Regalías y Derechos de Licencia,2007-08-01,60.0
Servicios Empresariales,2007-08-01,2425.0
Servicios Personales Culturales y Recreativos,2007-08-01,508.4
Transacciones Oficiales,2007-08-01,6310.8
RENTA,2007-08-01,24207.8
Remuneración de Empleados,2007-08-01,902.9
Retribución de la Inversión,2007-08-01,23304.9
TRANSFERENCIAS CORRIENTES,2007-08-01,258509.2
Donaciones Oficiales,2007-08-01,9257.5
Donaciones Privadas,2007-08-01,16482.7
Remesas Familiares,2007-08-01,232769.0
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2007-08-01,85227.8
Capital Sector Privado,2007-08-01,48382.1
Capital Sector Bancario,2007-08-01,21341.4
Capital Sector Público,2007-08-01,15504.3
DataValue{Union{}}(),2007-08-01,589362.7000000001
EXPORTACIONES,2007-09-01,215262.7
Bienes,2007-09-01,157096.7
Exportación de Mercancias Generales,2007-09-01,45359.4
Procesamiento y Maquilado,2007-09-01,64946.8
Anticipos por Exportación,2007-09-01,46790.5
Reexportaciones,2007-09-01,0.0
Servicios,2007-09-01,58166.0
Transporte,2007-09-01,4378.2
Gastos de Viajero,2007-09-01,23921.4
Comunicaciones,2007-09-01,7630.0
Servicios de Construcción e Ingeniería,2007-09-01,9580.2
Seguros - Reaseguros,2007-09-01,178.7
Servicios Financieros - Comisiones,2007-09-01,2322.2
Servicios de Informática e Información,2007-09-01,1077.3
Regalías y Derechos de Licencia,2007-09-01,0.0
Servicios Empresariales,2007-09-01,1862.7
Servicios Personales Culturales y Recreativos,2007-09-01,532.7
Transacciones Oficiales,2007-09-01,6682.6
RENTA,2007-09-01,22006.6
Remuneración de Empleados,2007-09-01,856.3
Retribución de la Inversión,2007-09-01,21150.3
TRANSFERENCIAS CORRIENTES,2007-09-01,230532.3
Donaciones Oficiales,2007-09-01,2884.1
Donaciones Privadas,2007-09-01,14933.8
Remesas Familiares,2007-09-01,212714.4
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2007-09-01,64228.0
Capital Sector Privado,2007-09-01,44062.0
Capital Sector Bancario,2007-09-01,6177.7
Capital Sector Público,2007-09-01,13988.3
DataValue{Union{}}(),2007-09-01,532029.6
EXPORTACIONES,2007-10-01,208557.8
Bienes,2007-10-01,152533.8
Exportación de Mercancias Generales,2007-10-01,43020.7
Procesamiento y Maquilado,2007-10-01,71012.4
Anticipos por Exportación,2007-10-01,38500.7
Reexportaciones,2007-10-01,0.0
Servicios,2007-10-01,56024.0
Transporte,2007-10-01,5196.2
Gastos de Viajero,2007-10-01,24134.9
Comunicaciones,2007-10-01,4059.6
Servicios de Construcción e Ingeniería,2007-10-01,11165.0
Seguros - Reaseguros,2007-10-01,715.6
Servicios Financieros - Comisiones,2007-10-01,2293.2
Servicios de Informática e Información,2007-10-01,1020.2
Regalías y Derechos de Licencia,2007-10-01,80.0
Servicios Empresariales,2007-10-01,2451.8
Servicios Personales Culturales y Recreativos,2007-10-01,599.8
Transacciones Oficiales,2007-10-01,4307.7
RENTA,2007-10-01,15143.2
Remuneración de Empleados,2007-10-01,1031.5
Retribución de la Inversión,2007-10-01,14111.7
TRANSFERENCIAS CORRIENTES,2007-10-01,248922.9
Donaciones Oficiales,2007-10-01,1055.0
Donaciones Privadas,2007-10-01,16683.2
Remesas Familiares,2007-10-01,231184.7
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2007-10-01,84320.7
Capital Sector Privado,2007-10-01,54922.2
Capital Sector Bancario,2007-10-01,15107.4
Capital Sector Público,2007-10-01,14291.1
DataValue{Union{}}(),2007-10-01,556944.6
EXPORTACIONES,2007-11-01,223140.9
Bienes,2007-11-01,173097.9
Exportación de Mercancias Generales,2007-11-01,46299.1
Procesamiento y Maquilado,2007-11-01,74758.6
Anticipos por Exportación,2007-11-01,52040.2
Reexportaciones,2007-11-01,0.0
Servicios,2007-11-01,50043.0
Transporte,2007-11-01,3584.2
Gastos de Viajero,2007-11-01,21983.6
Comunicaciones,2007-11-01,2424.5
Servicios de Construcción e Ingeniería,2007-11-01,5828.7
Seguros - Reaseguros,2007-11-01,380.4
Servicios Financieros - Comisiones,2007-11-01,2775.3
Servicios de Informática e Información,2007-11-01,1273.3
Regalías y Derechos de Licencia,2007-11-01,0.0
Servicios Empresariales,2007-11-01,2987.1
Servicios Personales Culturales y Recreativos,2007-11-01,838.0
Transacciones Oficiales,2007-11-01,7967.9
RENTA,2007-11-01,24302.3
Remuneración de Empleados,2007-11-01,1499.0
Retribución de la Inversión,2007-11-01,22803.3
TRANSFERENCIAS CORRIENTES,2007-11-01,226577.4
Donaciones Oficiales,2007-11-01,3156.6
Donaciones Privadas,2007-11-01,18809.0
Remesas Familiares,2007-11-01,204611.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2007-11-01,119248.8
Capital Sector Privado,2007-11-01,66018.5
Capital Sector Bancario,2007-11-01,32994.0
Capital Sector Público,2007-11-01,20236.3
DataValue{Union{}}(),2007-11-01,593269.4
EXPORTACIONES,2007-12-01,274201.4
Bienes,2007-12-01,221241.6
Exportación de Mercancias Generales,2007-12-01,42597.4
Procesamiento y Maquilado,2007-12-01,101392.7
Anticipos por Exportación,2007-12-01,77251.5
Reexportaciones,2007-12-01,0.0
Servicios,2007-12-01,52959.8
Transporte,2007-12-01,3432.4
Gastos de Viajero,2007-12-01,20698.7
Comunicaciones,2007-12-01,7026.4
Servicios de Construcción e Ingeniería,2007-12-01,6620.1
Seguros - Reaseguros,2007-12-01,873.2
Servicios Financieros - Comisiones,2007-12-01,1405.7
Servicios de Informática e Información,2007-12-01,1545.4
Regalías y Derechos de Licencia,2007-12-01,0.0
Servicios Empresariales,2007-12-01,2048.2
Servicios Personales Culturales y Recreativos,2007-12-01,346.7
Transacciones Oficiales,2007-12-01,8963.0
RENTA,2007-12-01,16511.3
Remuneración de Empleados,2007-12-01,1322.1
Retribución de la Inversión,2007-12-01,15189.2
TRANSFERENCIAS CORRIENTES,2007-12-01,241356.2
Donaciones Oficiales,2007-12-01,7.1
Donaciones Privadas,2007-12-01,24105.3
Remesas Familiares,2007-12-01,217243.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2007-12-01,220308.1
Capital Sector Privado,2007-12-01,85921.0
Capital Sector Bancario,2007-12-01,62283.8
Capital Sector Público,2007-12-01,72103.3
DataValue{Union{}}(),2007-12-01,752377.0
