Concepto,Fechas,Monto
   Transacciones Oficiales,2005-06-01,9146.3
RENTA,2005-06-01,26136.2
   Remuneración de Empleados,2005-06-01,3372.5
   Retribución de la Inversión,2005-06-01,22763.7
TRANSFERENCIAS CORRIENTES,2005-06-01,149364.2
   Donaciones Oficiales,2005-06-01,974.7
   Donaciones Privadas,2005-06-01,18718.6
   Remesas Familiares,2005-06-01,129670.9
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2005-06-01,47785.6
   Capital Sector Privado,2005-06-01,24339.5
   Capital Sector Bancario,2005-06-01,6939.2
   Capital Sector Público,2005-06-01,16506.9
TOTAL INGRESOS,2005-06-01,425606.7
EXPORTACIONES,2005-07-01,159304.0
Bienes,2005-07-01,117344.3
   Exportación de Mercancias Generales,2005-07-01,37327.4
   Procesamiento y Maquilado,2005-07-01,59426.9
   Anticipos por Exportación,2005-07-01,20559.8
   Reexportaciones,2005-07-01,30.2
Servicios,2005-07-01,41959.7
   Transporte,2005-07-01,2695.9
   Gastos de Viajero,2005-07-01,17261.7
   Comunicaciones,2005-07-01,3311.2
   Servicios de Construcción e Ingeniería,2005-07-01,4187.5
   Seguros - Reaseguros,2005-07-01,906.1
   Servicios Financieros - Comisiones,2005-07-01,1375.9
   Servicios de Informática e Información,2005-07-01,1292.0
   Regalías y Derechos de Licencia,2005-07-01,2.3
   Servicios Empresariales,2005-07-01,6232.6
   Servicios Personales Culturales y Recreativos,2005-07-01,788.3
   Transacciones Oficiales,2005-07-01,3906.2
RENTA,2005-07-01,21133.7
   Remuneración de Empleados,2005-07-01,2296.0
   Retribución de la Inversión,2005-07-01,18837.7
TRANSFERENCIAS CORRIENTES,2005-07-01,157633.5
   Donaciones Oficiales,2005-07-01,695.8
   Donaciones Privadas,2005-07-01,19850.1
   Remesas Familiares,2005-07-01,137087.6
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2005-07-01,79936.3
   Capital Sector Privado,2005-07-01,47312.1
   Capital Sector Bancario,2005-07-01,10135.0
   Capital Sector Público,2005-07-01,22489.2
TOTAL INGRESOS,2005-07-01,418007.5
EXPORTACIONES,2005-08-01,166192.6
Bienes,2005-08-01,115188.1
   Exportación de Mercancias Generales,2005-08-01,31801.7
   Procesamiento y Maquilado,2005-08-01,59096.6
   Anticipos por Exportación,2005-08-01,24234.9
   Reexportaciones,2005-08-01,54.9
Servicios,2005-08-01,51004.5
   Transporte,2005-08-01,4306.3
   Gastos de Viajero,2005-08-01,25680.5
   Comunicaciones,2005-08-01,2463.9
   Servicios de Construcción e Ingeniería,2005-08-01,3685.7
   Seguros - Reaseguros,2005-08-01,250.4
   Servicios Financieros - Comisiones,2005-08-01,1701.3
   Servicios de Informática e Información,2005-08-01,785.9
   Regalías y Derechos de Licencia,2005-08-01,2.3
   Servicios Empresariales,2005-08-01,5960.1
   Servicios Personales Culturales y Recreativos,2005-08-01,882.0
   Transacciones Oficiales,2005-08-01,5286.1
RENTA,2005-08-01,32447.2
   Remuneración de Empleados,2005-08-01,3761.4
   Retribución de la Inversión,2005-08-01,28685.8
TRANSFERENCIAS CORRIENTES,2005-08-01,186569.3
   Donaciones Oficiales,2005-08-01,1792.9
   Donaciones Privadas,2005-08-01,20914.9
   Remesas Familiares,2005-08-01,163861.5
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2005-08-01,54482.5
   Capital Sector Privado,2005-08-01,27628.9
   Capital Sector Bancario,2005-08-01,15532.4
   Capital Sector Público,2005-08-01,11321.2
TOTAL INGRESOS,2005-08-01,439691.6
EXPORTACIONES,2005-09-01,171690.0
Bienes,2005-09-01,122918.0
   Exportación de Mercancias Generales,2005-09-01,33310.8
   Procesamiento y Maquilado,2005-09-01,62132.7
   Anticipos por Exportación,2005-09-01,27474.5
   Reexportaciones,2005-09-01,0.0
Servicios,2005-09-01,48772.0
   Transporte,2005-09-01,4188.8
   Gastos de Viajero,2005-09-01,19319.9
   Comunicaciones,2005-09-01,2843.4
   Servicios de Construcción e Ingeniería,2005-09-01,4154.2
   Seguros - Reaseguros,2005-09-01,602.8
   Servicios Financieros - Comisiones,2005-09-01,1402.7
   Servicios de Informática e Información,2005-09-01,577.2
   Regalías y Derechos de Licencia,2005-09-01,0.0
   Servicios Empresariales,2005-09-01,6347.8
   Servicios Personales Culturales y Recreativos,2005-09-01,746.4
   Transacciones Oficiales,2005-09-01,8588.8
RENTA,2005-09-01,34720.2
   Remuneración de Empleados,2005-09-01,3583.1
   Retribución de la Inversión,2005-09-01,31137.1
TRANSFERENCIAS CORRIENTES,2005-09-01,179267.0
   Donaciones Oficiales,2005-09-01,5231.3
   Donaciones Privadas,2005-09-01,18043.7
   Remesas Familiares,2005-09-01,155992.0
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2005-09-01,75741.7
   Capital Sector Privado,2005-09-01,29925.2
   Capital Sector Bancario,2005-09-01,18932.9
   Capital Sector Público,2005-09-01,26883.6
TOTAL INGRESOS,2005-09-01,461418.9
EXPORTACIONES,2005-10-01,157181.6
Bienes,2005-10-01,118118.6
   Exportación de Mercancias Generales,2005-10-01,34979.5
   Procesamiento y Maquilado,2005-10-01,58920.3
   Anticipos por Exportación,2005-10-01,24218.8
   Reexportaciones,2005-10-01,0.0
Servicios,2005-10-01,39063.0
   Transporte,2005-10-01,4318.8
   Gastos de Viajero,2005-10-01,16114.1
   Comunicaciones,2005-10-01,2008.2
   Servicios de Construcción e Ingeniería,2005-10-01,4400.0
   Seguros - Reaseguros,2005-10-01,391.4
   Servicios Financieros - Comisiones,2005-10-01,849.8
   Servicios de Informática e Información,2005-10-01,1146.8
   Regalías y Derechos de Licencia,2005-10-01,0.0
   Servicios Empresariales,2005-10-01,5410.4
   Servicios Personales Culturales y Recreativos,2005-10-01,202.4
   Transacciones Oficiales,2005-10-01,4221.1
RENTA,2005-10-01,23539.4
   Remuneración de Empleados,2005-10-01,3733.7
   Retribución de la Inversión,2005-10-01,19805.7
TRANSFERENCIAS CORRIENTES,2005-10-01,168630.5
   Donaciones Oficiales,2005-10-01,422.2
   Donaciones Privadas,2005-10-01,16862.4
   Remesas Familiares,2005-10-01,151345.9
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2005-10-01,59355.4
   Capital Sector Privado,2005-10-01,32739.6
   Capital Sector Bancario,2005-10-01,12004.0
   Capital Sector Público,2005-10-01,14611.8
TOTAL INGRESOS,2005-10-01,408706.9
EXPORTACIONES,2005-11-01,168993.0
Bienes,2005-11-01,129760.9
   Exportación de Mercancias Generales,2005-11-01,35881.5
   Procesamiento y Maquilado,2005-11-01,64397.0
   Anticipos por Exportación,2005-11-01,29482.4
   Reexportaciones,2005-11-01,0.0
Servicios,2005-11-01,39232.1
   Transporte,2005-11-01,5664.5
   Gastos de Viajero,2005-11-01,15555.0
   Comunicaciones,2005-11-01,1444.8
   Servicios de Construcción e Ingeniería,2005-11-01,2780.6
   Seguros - Reaseguros,2005-11-01,195.6
   Servicios Financieros - Comisiones,2005-11-01,1310.8
   Servicios de Informática e Información,2005-11-01,312.9
   Regalías y Derechos de Licencia,2005-11-01,0.0
   Servicios Empresariales,2005-11-01,5478.6
   Servicios Personales Culturales y Recreativos,2005-11-01,609.1
   Transacciones Oficiales,2005-11-01,5880.2
RENTA,2005-11-01,32664.9
   Remuneración de Empleados,2005-11-01,5392.4
   Retribución de la Inversión,2005-11-01,27272.5
TRANSFERENCIAS CORRIENTES,2005-11-01,185868.3
   Donaciones Oficiales,2005-11-01,847.4
   Donaciones Privadas,2005-11-01,19288.8
   Remesas Familiares,2005-11-01,165732.1
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2005-11-01,61122.0
   Capital Sector Privado,2005-11-01,31788.4
   Capital Sector Bancario,2005-11-01,9904.3
   Capital Sector Público,2005-11-01,19429.3
TOTAL INGRESOS,2005-11-01,448648.19999999995
EXPORTACIONES,2005-12-01,232717.1
Bienes,2005-12-01,186353.0
   Exportación de Mercancias Generales,2005-12-01,40856.7
   Procesamiento y Maquilado,2005-12-01,90075.1
   Anticipos por Exportación,2005-12-01,55381.2
   Reexportaciones,2005-12-01,40.0
Servicios,2005-12-01,46364.1
   Transporte,2005-12-01,4946.1
   Gastos de Viajero,2005-12-01,17236.8
   Comunicaciones,2005-12-01,2328.3
   Servicios de Construcción e Ingeniería,2005-12-01,6198.6
   Seguros - Reaseguros,2005-12-01,553.7
   Servicios Financieros - Comisiones,2005-12-01,1237.3
   Servicios de Informática e Información,2005-12-01,563.0
   Regalías y Derechos de Licencia,2005-12-01,18.3
   Servicios Empresariales,2005-12-01,5611.8
   Servicios Personales Culturales y Recreativos,2005-12-01,771.3
   Transacciones Oficiales,2005-12-01,6898.9
RENTA,2005-12-01,29067.1
   Remuneración de Empleados,2005-12-01,2232.3
   Retribución de la Inversión,2005-12-01,26834.8
TRANSFERENCIAS CORRIENTES,2005-12-01,205613.5
   Donaciones Oficiales,2005-12-01,908.6
   Donaciones Privadas,2005-12-01,18409.9
   Remesas Familiares,2005-12-01,186295.0
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2005-12-01,110651.9
   Capital Sector Privado,2005-12-01,52065.4
   Capital Sector Bancario,2005-12-01,31112.1
   Capital Sector Público,2005-12-01,27474.4
TOTAL INGRESOS,2005-12-01,578049.6
